"","order","family","species"
"1773","Fabales","Fabaceae","Lupinus polyphyllus"
"1774","Lamiales","Plantaginaceae","Digitalis purpurea"
"1775","Malpighiales","Linaceae","Linum catharticum"
"1776",NA,NA,NA
"1777","Myrtales","Onagraceae","Epilobium montanum"
"1778",NA,NA,NA
"1779","Fabales","Fabaceae","Vicia hirsuta"
"1780","Fabales","Fabaceae","Melilotus albus"
"1781","Lamiales","Lamiaceae","Stachys sylvatica"
"1782","Apiales","Apiaceae","Chaerophyllum temulum"
"1783","Asterales","Asteraceae","Leucanthemum maximum"
"1784","Asterales","Asteraceae","Tanacetum vulgare"
"1785","Apiales","Apiaceae","Daucus carota"
"1786","Asterales","Asteraceae","Lapsana communis"
"1787","Ranunculales","Ranunculaceae","Ranunculus repens"
"1788","Apiales","Apiaceae","Aegopodium podagraria"
"1789","Caryophyllales","Caryophyllaceae","Cerastium glomeratum"
"1790","Malpighiales","Hypericaceae","Hypericum perforatum"
"1791","Asterales","Asteraceae","Sonchus palustris"
"1792","Asterales","Asteraceae","Sonchus arvensis"
"1793","Lamiales","Plantaginaceae","Veronica agrestis"
"1794","Asterales","Asteraceae","Eupatorium cannabinum"
"1795","Asparagales","Amaryllidaceae","Allium scorodoprasum"
"1796","Poales","Juncaceae","Juncus effusus"
"1797","Solanales","Convolvulaceae","Calystegia sepium"
"1798","Asparagales","Amaryllidaceae","Allium lusitanicum"
"1799","Lamiales","Orobanchaceae","Euphrasia officinalis"
"1800","Asterales","Asteraceae","Carduus defloratus"
"1801","Dipsacales","Caprifoliaceae","Scabiosa lucida"
"1802","Apiales","Apiaceae","Ligusticum mutellina"
"1803","Ranunculales","Ranunculaceae","Ranunculus montanus"
"1804","Asterales","Asteraceae","Jacobaea abrotanifolia"
"1805","Asterales","Campanulaceae","Campanula scheuchzeri"
"1806","Asterales","Asteraceae","Leontodon hispidus"
"1807","Fabales","Fabaceae","Anthyllis vulneraria"
"1808","Asterales","Campanulaceae","Phyteuma orbiculare"
"1809","Asterales","Asteraceae","Buphthalmum salicifolium"
"1810","Malvales","Cistaceae","Helianthemum nummularium"
"1811","Lamiales","Lamiaceae","Stachys alopecuros"
"1812","Asterales","Asteraceae","Aster bellidiastrum"
"1813","Ericales","Primulaceae","Primula farinosa"
"1814","Apiales","Apiaceae","Heracleum austriacum"
"1815","Gentianales","Gentianaceae","Gentianella aspera"
"1816","Asterales","Asteraceae","Achillea clavennae"
"1817","Apiales","Apiaceae","Chaerophyllum hirsutum"
"1818",NA,NA,NA
"1819","Brassicales","Brassicaceae","Biscutella laevigata"
"1820",NA,NA,NA
"1821",NA,NA,NA
"1822","Rosales","Rosaceae","Potentilla aurea"
"1823","Geraniales","Geraniaceae","Geranium sylvaticum"
"1824",NA,NA,NA
"1825","Malpighiales","Hypericaceae","Hypericum maculatum"
"1826","Lamiales","Orobanchaceae","Rhinanthus glacialis"
"1827","Caryophyllales","Caryophyllaceae","Gypsophila repens"
"1828","Ericales","Primulaceae","Androsace chamaejasme"
"1829","Gentianales","Rubiaceae","Galium album"
"1830","Lamiales","Plantaginaceae","Plantago media"
"1831","Ericales","Primulaceae","Primula auricula"
"1832","Asterales","Asteraceae","Crepis aurea"
"1833","Lamiales","Lamiaceae","Clinopodium alpinum"
"1834","Asterales","Asteraceae","Hieracium pilosum"
"1835","Asterales","Asteraceae","Carlina acaulis"
"1836","Boraginales","Boraginaceae","Myosotis alpestris"
"1837","Asterales","Asteraceae","Leontopodium alpinum"
"1838",NA,NA,NA
"1839",NA,NA,NA
"1840","Caryophyllales","Caryophyllaceae","Cerastium arcticum"
"1841","Brassicales","Brassicaceae","Draba arctica"
"1842","Brassicales","Brassicaceae","Cochlearia groenlandica"
"1843","Rosales","Rosaceae","Potentilla hyparctica"
"1844","Caryophyllales","Plumbaginaceae","Armeria scabra"
"1845","Saxifragales","Saxifragaceae","Micranthes nivalis"
"1846","Brassicales","Brassicaceae","Draba lactea"
"1847","Caryophyllales","Caryophyllaceae","Arenaria pseudofrigida"
"1848","Asterales","Asteraceae","Taraxacum phymatocarpum"
"1849","Saxifragales","Saxifragaceae","Saxifraga cernua"
"1850","Lamiales","Orobanchaceae","Pedicularis hirsuta"
"1851","Ranunculales","Ranunculaceae","Ranunculus sulphureus"
"1852","Asterales","Asteraceae","Arnica angustifolia"
"1853",NA,NA,NA
"1854",NA,NA,NA
"1855",NA,NA,NA
"1856",NA,NA,NA
"1857",NA,NA,NA
"1858",NA,NA,NA
"1859","Brassicales","Brassicaceae","Draba bellii"
"1860",NA,NA,NA
"1861",NA,NA,NA
"1862",NA,NA,NA
"1863",NA,NA,NA
"1864",NA,NA,NA
"1865",NA,NA,NA
"1866","Saxifragales","Saxifragaceae","Saxifraga flagellaris"
"1867",NA,NA,NA
"1868",NA,NA,NA
"1869","Brassicales","Brassicaceae","Draba oblongata"
"1870",NA,NA,NA
"1871","Brassicales","Brassicaceae","Draba cinerea"
"1872","Malpighiales","Salicaceae","Salix glauca"
"1873","Lamiales","Orobanchaceae","Pedicularis lapponica"
"1874",NA,NA,NA
"1875",NA,NA,NA
"1876","Alismatales","Tofieldiaceae","Tofieldia pusilla"
"1877","Fabales","Fabaceae","Astragalus agrestis"
"1878","Fabales","Fabaceae","Dalea purpurea"
"1879","Asterales","Asteraceae","Symphyotrichum laeve"
"1880","Dipsacales","Caprifoliaceae","Symphoricarpos occidentalis"
"1881","Fabales","Fabaceae","Dalea villosa"
"1882","Fabales","Fabaceae","Amorpha nana"
"1883","Fabales","Fabaceae","Vicia americana"
"1884",NA,NA,NA
"1885","Rosales","Rosaceae","Rosa arkansana"
"1886","Fabales","Fabaceae","Pediomelum argophyllum"
"1887","Asterales","Asteraceae","Symphyotrichum ericoides"
"1888","Asterales","Asteraceae","Symphyotrichum sericeum"
"1889","Asterales","Asteraceae","Erigeron glabellus"
"1890",NA,NA,NA
"1891","Asterales","Asteraceae","Liatris ligulistylis"
"1892","Asterales","Asteraceae","Solidago ptarmicoides"
"1893","Apiales","Apiaceae","Zizia aptera"
"1894",NA,NA,NA
"1895","Asterales","Asteraceae","Helianthus maximiliani"
"1896",NA,NA,NA
"1897","Malpighiales","Euphorbiaceae","Manihot tripartita"
"1898",NA,NA,NA
"1899","Asterales","Asteraceae","Erechtites hieraciifolius"
"1900","Asterales","Asteraceae","Achyrocline satureioides"
"1901",NA,NA,NA
"1902","Malvales","Malvaceae","Eriotheca gracilipes"
"1903","Apiales","Araliaceae","Schefflera vinosa"
"1904",NA,NA,NA
"1905",NA,NA,NA
"1906",NA,NA,NA
"1907","Malpighiales","Erythroxylaceae","Erythroxylum suberosum"
"1908","Asparagales","Iridaceae","Sisyrinchium vaginatum"
"1909","Lamiales","Lamiaceae","Hyptis ferruginosa"
"1910","Lamiales","Lamiaceae","Salvia cerradicola"
"1911",NA,NA,NA
"1912","Asterales","Asteraceae","Chromolaena squalida"
"1913","Arecales","Arecaceae","Allagoptera campestris"
"1914",NA,NA,NA
"1915",NA,NA,NA
"1916","Asterales","Asteraceae","Mikania cordifolia"
"1917","Asterales","Asteraceae","Conyza bonariensis"
"1918","Fabales","Fabaceae","Galactia martii"
"1919","Asterales","Asteraceae","Lepidaploa salzmannii"
"1920",NA,NA,NA
"1921",NA,NA,NA
"1922",NA,NA,NA
"1923","Lamiales","Lamiaceae","Hyptis villosa"
"1924",NA,NA,NA
"1925","Malpighiales","Euphorbiaceae","Euphorbia potentilloides"
"1926","Caryophyllales","Amaranthaceae","Gomphrena macrocephala"
"1927","Sapindales","Burseraceae","Protium ovatum"
"1928","Asterales","Asteraceae","Lessingianthus bardanoides"
"1929",NA,NA,NA
"1930",NA,NA,NA
"1931","Asterales","Asteraceae","Praxelis clematidea"
"1932","Myrtales","Lythraceae","Cuphea linarioides"
"1933","Asterales","Asteraceae","Piptocarpha rotundifolia"
"1934","Asterales","Asteraceae","Eremanthus mattogrossensis"
"1935",NA,NA,NA
"1936","Asterales","Asteraceae","Riencourtia oblongifolia"
"1937","Ericales","Ebenaceae","Diospyros hispida"
"1938","Lamiales","Lamiaceae","Hyptis alutacea"
"1939",NA,NA,NA
"1940",NA,NA,NA
"1941","Gentianales","Apocynaceae","Mandevilla pohliana"
"1942","Lamiales","Bignoniaceae","Anemopaegma acutifolium"
"1943","Asterales","Asteraceae","Elephantopus micropappus"
"1944","Asterales","Asteraceae","Praxelis kleinioides"
"1945","Lamiales","Lamiaceae","Cyanocephalus caprariifolius"
"1946","Magnoliales","Annonaceae","Duguetia furfuracea"
"1947","Fabales","Fabaceae","Mimosa hebecarpa"
"1948",NA,NA,NA
"1949",NA,NA,NA
"1950","Myrtales","Melastomataceae","Siphanthera cordata"
"1951",NA,NA,NA
"1952","Malpighiales","Salicaceae","Casearia decandra"
"1953",NA,NA,NA
"1954",NA,NA,NA
"1955",NA,NA,NA
"1956",NA,NA,NA
"1957",NA,NA,NA
"1958",NA,NA,NA
"1959","Gentianales","Apocynaceae","Rauvolfia weddelliana"
"1960","Fabales","Fabaceae","Dalbergia cuiabensis"
"1961",NA,NA,NA
"1962","Malpighiales","Erythroxylaceae","Erythroxylum amazonicum"
"1963","Myrtales","Myrtaceae","Myrcia bella"
"1964",NA,NA,NA
"1965",NA,NA,NA
"1966","Asterales","Asteraceae","Dimerostemma asperatum"
"1967","Fabales","Fabaceae","Stryphnodendron obovatum"
"1968","Lamiales","Lamiaceae","Peltodon pusillus"
"1969",NA,NA,NA
"1970",NA,NA,NA
"1971",NA,NA,NA
"1972",NA,NA,NA
"1973","Myrtales","Myrtaceae","Campomanesia adamantium"
"1974",NA,NA,NA
"1975","Gentianales","Gentianaceae","Deianira pallescens"
"1976","Fabales","Fabaceae","Mimosa dolens"
"1977",NA,NA,NA
"1978",NA,NA,NA
"1979","Vitales","Vitaceae","Cissus erosa"
"1980","Fabales","Fabaceae","Mimosa claussenii"
"1981",NA,NA,NA
"1982","Ericales","Sapotaceae","Pouteria torta"
"1983",NA,NA,NA
"1984",NA,NA,NA
"1985","Dilleniales","Dilleniaceae","Davilla elliptica"
"1986",NA,NA,NA
"1987","Fabales","Fabaceae","Mimosa xanthocentra"
"1988","Gentianales","Rubiaceae","Sipanea hispida"
"1989",NA,NA,NA
"1990","Lamiales","Lamiaceae","Rhabdocaulon stenodontum"
"1991",NA,NA,NA
"1992","Fabales","Fabaceae","Mimosa gemmulata"
"1993","Ranunculales","Menispermaceae","Cissampelos ovalifolia"
"1994","Celastrales","Celastraceae","Tontelea micrantha"
"1995","Myrtales","Myrtaceae","Myrcia torta"
"1996",NA,NA,NA
"1997","Malpighiales","Ochnaceae","Ouratea floribunda"
"1998","Fabales","Fabaceae","Desmodium barbatum"
"1999","Gentianales","Rubiaceae","Ixora parviflora"
"2000","Myrtales","Myrtaceae","Psidium cattleyanum"
"2001","Malpighiales","Euphorbiaceae","Homalanthus populifolius"
"2002","Ranunculales","Ranunculaceae","Aconitum napellus"
"2003","Asterales","Asteraceae","Homogyne alpina"
"2004","Asterales","Asteraceae","Homogyne alpina"
"2005","Asterales","Asteraceae","Homogyne alpina"
"2006","Asterales","Asteraceae","Adenostyles alliariae"
"2007","Ranunculales","Ranunculaceae","Ranunculus alpestris"
"2008","Dipsacales","Caprifoliaceae","Knautia dipsacifolia"
"2009",NA,NA,NA
"2010","Apiales","Apiaceae","Aethusa cynapium"
"2011","Asterales","Asteraceae","Crepis capillaris"
"2012","Ranunculales","Ranunculaceae","Clematis vitalba"
"2013","Rosales","Rosaceae","Agrimonia eupatoria"
"2014","Myrtales","Onagraceae","Chamaenerion angustifolium"
"2015","Asterales","Asteraceae","Scorzoneroides autumnalis"
"2016","Rosales","Rosaceae","Rubus plicatus"
"2017","Asterales","Asteraceae","Leontodon saxatilis"
"2018","Dipsacales","Caprifoliaceae","Valeriana saxatilis"
"2019","Asterales","Campanulaceae","Campanula cochleariifolia"
"2020","Saxifragales","Saxifragaceae","Saxifraga caesia"
"2021",NA,NA,NA
"2022","Gentianales","Gentianaceae","Gentianopsis ciliata"
"2023","Ericales","Ericaceae","Erica carnea"
"2024","Asterales","Asteraceae","Chlorocrepis staticifolia"
"2025","Lamiales","Plantaginaceae","Globularia cordifolia"
"2026","Asterales","Asteraceae","Hieracium bifidum"
"2027","Gentianales","Gentianaceae","Gentiana verna"
"2028","Asterales","Asteraceae","Hieracium glaucum"
"2029","Fabales","Polygalaceae","Polygala chamaebuxus"
"2030","Alismatales","Tofieldiaceae","Tofieldia calyculata"
"2031","Apiales","Apiaceae","Anthriscus nitida"
"2032","Dipsacales","Caprifoliaceae","Valeriana montana"
"2033",NA,NA,NA
"2034",NA,NA,NA
"2035","Gentianales","Rubiaceae","Guettarda scabra"
"2036","Boraginales","Cordiaceae","Cordia martinicensis"
"2037","Malpighiales","Euphorbiaceae","Croton flavens"
"2038",NA,NA,NA
"2039",NA,NA,NA
"2040","Asterales","Asteraceae","Sphagneticola trilobata"
"2041","Solanales","Convolvulaceae","Ipomoea tiliacea"
"2042","Lamiales","Lamiaceae","Cornutia pyramidata"
"2043","Fabales","Fabaceae","Mimosa casta"
"2044",NA,NA,NA
"2045","Myrtales","Melastomataceae","Miconia striata"
"2046",NA,NA,NA
"2047",NA,NA,NA
"2048","Fabales","Fabaceae","Calliandra tergemina"
"2049","Lamiales","Verbenaceae","Lantana involucrata"
"2050","Oxalidales","Oxalidaceae","Oxalis frutescens"
"2051","Myrtales","Onagraceae","Ludwigia octovalvis"
"2052","Gentianales","Rubiaceae","Palicourea crocea"
"2053",NA,NA,NA
"2054","Malpighiales","Malpighiaceae","Byrsonima spicata"
"2055","Malvales","Thymelaeaceae","Daphnopsis americana"
"2056","Fabales","Fabaceae","Centrosema virginianum"
"2057","Fabales","Fabaceae","Desmodium adscendens"
"2058","Oxalidales","Oxalidaceae","Oxalis barrelieri"
"2059","Myrtales","Melastomataceae","Tetrazygia angustifolia"
"2060","Malpighiales","Malpighiaceae","Stigmaphyllon diversifolium"
"2061","Caryophyllales","Amaranthaceae","Philoxerus vermicularis"
"2062","Gentianales","Rubiaceae","Morinda royoc"
"2063","Sapindales","Burseraceae","Bursera simaruba"
"2064","Malpighiales","Euphorbiaceae","Argythamnia candicans"
"2065","Myrtales","Combretaceae","Conocarpus erectus"
"2066","Asterales","Asteraceae","Cyanthillium cinereum"
"2067","Boraginales","Ehretiaceae","Ehretia tinifolia"
"2068",NA,NA,NA
"2069","Solanales","Convolvulaceae","Evolvulus nummularius"
"2070","Asterales","Asteraceae","Spilanthes urens"
"2071","Malpighiales","Passifloraceae","Turnera ulmifolia"
"2072","Solanales","Convolvulaceae","Ipomoea indica"
"2073",NA,NA,NA
"2074","Fabales","Fabaceae","Piscidia piscipula"
"2075",NA,NA,NA
"2076","Malvales","Malvaceae","Melochia nodiflora"
"2077","Solanales","Convolvulaceae","Camonea umbellata"
"2078","Asterales","Asteraceae","Mikania micrantha"
"2079","Boraginales","Cordiaceae","Cordia gerascanthus"
"2080","Fabales","Fabaceae","Indigofera tinctoria"
"2081","Fabales","Fabaceae","Crotalaria verrucosa"
"2082","Lamiales","Acanthaceae","Ruellia blechum"
"2083","Lamiales","Verbenaceae","Stachytarpheta jamaicensis"
"2084","Asterales","Asteraceae","Chromolaena odorata"
"2085","Lamiales","Acanthaceae","Thunbergia fragrans"
"2086","Solanales","Solanaceae","Solanum havanense"
"2087",NA,NA,NA
"2088",NA,NA,NA
"2089","Boraginales","Cordiaceae","Cordia sebestena"
"2090","Fabales","Fabaceae","Senna occidentalis"
"2091","Caryophyllales","Amaranthaceae","Alternanthera ficoidea"
"2092",NA,NA,NA
"2093","Solanales","Solanaceae","Physalis angulata"
"2094",NA,NA,NA
"2095","Malpighiales","Euphorbiaceae","Euphorbia heterophylla"
"2096",NA,NA,NA
"2097","Solanales","Solanaceae","Solanum erianthum"
"2098",NA,NA,NA
"2099","Boraginales","Ehretiaceae","Bourreria succulenta"
"2100","Solanales","Solanaceae","Solanum torvum"
"2101","Fabales","Fabaceae","Bauhinia divaricata"
"2102","Ericales","Primulaceae","Jacquinia arborea"
"2103",NA,NA,NA
"2104","Asparagales","Orchidaceae","Broughtonia sanguinea"
"2105","Lamiales","Acanthaceae","Avicennia germinans"
"2106","Lamiales","Scrophulariaceae","Capraria biflora"
"2107","Malpighiales","Euphorbiaceae","Euphorbia hyssopifolia"
"2108",NA,NA,NA
"2109","Malvales","Malvaceae","Guazuma ulmifolia"
"2110","Caryophyllales","Aizoaceae","Sesuvium portulacastrum"
"2111","Malpighiales","Malpighiaceae","Malpighia glabra"
"2112","Fabales","Fabaceae","Mimosa pudica"
"2113","Gentianales","Apocynaceae","Rhabdadenia biflora"
"2114","Lamiales","Verbenaceae","Phyla nodiflora"
"2115","Sapindales","Sapindaceae","Paullinia pinnata"
"2116","Nymphaeales","Cabombaceae","Cabomba furcata"
"2117",NA,NA,NA
"2118","Alismatales","Alismataceae","Echinodorus grandiflorus"
"2119",NA,NA,NA
"2120",NA,NA,NA
"2121","Lamiales","Bignoniaceae","Handroanthus aureus"
"2122","Solanales","Convolvulaceae","Ipomoea carnea"
"2123",NA,NA,NA
"2124","Commelinales","Pontederiaceae","Eichhornia azurea"
"2125",NA,NA,NA
"2126",NA,NA,NA
"2127","Gentianales","Apocynaceae","Funastrum clausum"
"2128",NA,NA,NA
"2129","Vitales","Vitaceae","Cissus spinosa"
"2130","Commelinales","Pontederiaceae","Eichhornia crassipes"
"2131","Gentianales","Rubiaceae","Richardia grandiflora"
"2132","Gentianales","Rubiaceae","Borreria eryngioides"
"2133","Malpighiales","Malpighiaceae","Byrsonima cydoniifolia"
"2134",NA,NA,NA
"2135","Malpighiales","Malpighiaceae","Stigmaphyllon calcaratum"
"2136",NA,NA,NA
"2137","Fabales","Fabaceae","Crotalaria micans"
"2138",NA,NA,NA
"2139","Boraginales","Heliotropiaceae","Heliotropium filiforme"
"2140",NA,NA,NA
"2141","Gentianales","Rubiaceae","Psychotria carthagenensis"
"2142","Malpighiales","Phyllanthaceae","Phyllanthus amarus"
"2143","Fabales","Fabaceae","Inga vera"
"2144",NA,NA,NA
"2145","Solanales","Solanaceae","Solanum glaucophyllum"
"2146","Solanales","Convolvulaceae","Aniseia cernua"
"2147",NA,NA,NA
"2148",NA,NA,NA
"2149",NA,NA,NA
"2150",NA,NA,NA
"2151",NA,NA,NA
"2152",NA,NA,NA
"2153",NA,NA,NA
"2154",NA,NA,NA
"2155","Malvales","Malvaceae","Corchorus hirtus"
"2156","Fabales","Fabaceae","Aeschynomene histrix"
"2157","Fabales","Fabaceae","Teramnus volubilis"
"2158",NA,NA,NA
"2159",NA,NA,NA
"2160",NA,NA,NA
"2161",NA,NA,NA
"2162","Malpighiales","Passifloraceae","Passiflora misera"
"2163","Fabales","Fabaceae","Vigna lasiocarpa"
"2164",NA,NA,NA
"2165",NA,NA,NA
"2166","Gentianales","Apocynaceae","Rauvolfia ligustrina"
"2167",NA,NA,NA
"2168",NA,NA,NA
"2169","Apiales","Apiaceae","Eryngium ebracteatum"
"2170",NA,NA,NA
"2171","Lamiales","Verbenaceae","Baillonia amabilis"
"2172","Malvales","Malvaceae","Helicteres guazumifolia"
"2173",NA,NA,NA
"2174","Gentianales","Rubiaceae","Genipa americana"
"2175","Fabales","Fabaceae","Senna pendula"
"2176",NA,NA,NA
"2177","Myrtales","Onagraceae","Ludwigia peploides"
"2178","Gentianales","Apocynaceae","Rhabdadenia madida"
"2179",NA,NA,NA
"2180","Lamiales","Plantaginaceae","Angelonia hirta"
"2181","Liliales","Smilacaceae","Smilax fluminensis"
"2182",NA,NA,NA
"2183",NA,NA,NA
"2184","Fabales","Fabaceae","Discolobium pulchellum"
"2185",NA,NA,NA
"2186",NA,NA,NA
"2187",NA,NA,NA
"2188","Zingiberales","Heliconiaceae","Heliconia marginata"
"2189","Malpighiales","Salicaceae","Laetia americana"
"2190",NA,NA,NA
"2191","Malpighiales","Erythroxylaceae","Erythroxylum anguifugum"
"2192",NA,NA,NA
"2193",NA,NA,NA
"2194",NA,NA,NA
"2195","Malvales","Malvaceae","Corchorus orinocensis"
"2196",NA,NA,NA
"2197",NA,NA,NA
"2198","Malpighiales","Euphorbiaceae","Caperonia palustris"
"2199",NA,NA,NA
"2200","Asterales","Asteraceae","Centratherum punctatum"
"2201","Fabales","Fabaceae","Stylosanthes acuminata"
"2202","Lamiales","Lamiaceae","Hyptis brevipes"
"2203","Santalales","Loranthaceae","Psittacanthus cordatus"
"2204",NA,NA,NA
"2205","Gentianales","Rubiaceae","Spermacoce glabra"
"2206","Gentianales","Apocynaceae","Mesechites trifidus"
"2207","Apiales","Araliaceae","Polyscias crassa"
"2208",NA,NA,NA
"2209","Gentianales","Rubiaceae","Psychotria pervillei"
"2210","Gentianales","Rubiaceae","Craterispermum microdon"
"2211","Arecales","Arecaceae","Roscheria melanochaetes"
"2212",NA,NA,NA
"2213","Gentianales","Rubiaceae","Glionnetia sericea"
"2214",NA,NA,NA
"2215",NA,NA,NA
"2216","Arecales","Arecaceae","Nephrosperma vanhoutteanum"
"2217",NA,NA,NA
"2218","Asterales","Asteraceae","Scalesia pedunculata"
"2219",NA,NA,NA
"2220",NA,NA,NA
"2221","Fabales","Fabaceae","Crotalaria incana"
"2222","Malvales","Malvaceae","Malvastrum coromandelianum"
"2223","Lamiales","Plantaginaceae","Bacopa monnieri"
"2224",NA,NA,NA
"2225",NA,NA,NA
"2226","Asterales","Asteraceae","Darwiniothamnus tenuifolius"
"2227","Caryophyllales","Polygonaceae","Persicaria opelousana"
"2228","Fabales","Fabaceae","Vachellia macracantha"
"2229",NA,NA,NA
"2230",NA,NA,NA
"2231","Malpighiales","Euphorbiaceae","Euphorbia cyathophora"
"2232","Asterales","Asteraceae","Encelia hispida"
"2233","Caryophyllales","Cactaceae","Opuntia helleri"
"2234",NA,NA,NA
"2235","Gentianales","Rubiaceae","Coffea arabica"
"2236","Caryophyllales","Cactaceae","Opuntia echios"
"2237","Malvales","Malvaceae","Abelmoschus manihot"
"2238",NA,NA,NA
"2239",NA,NA,NA
"2240","Gentianales","Apocynaceae","Catharanthus roseus"
"2241","Malvales","Malvaceae","Sidastrum paniculatum"
"2242","Solanales","Solanaceae","Solanum cheesmaniae"
"2243",NA,NA,NA
"2244","Malpighiales","Passifloraceae","Passiflora foetida"
"2245","Asterales","Asteraceae","Ageratum conyzoides"
"2246","Lamiales","Acanthaceae","Justicia galapagana"
"2247","Solanales","Solanaceae","Capsicum frutescens"
"2248",NA,NA,NA
"2249","Myrtales","Myrtaceae","Psidium guajava"
"2250","Caryophyllales","Cactaceae","Opuntia megasperma"
"2251",NA,NA,NA
"2252",NA,NA,NA
"2253","Solanales","Solanaceae","Solanum americanum"
"2254","Lamiales","Plantaginaceae","Galvezia leucantha"
"2255","Fabales","Fabaceae","Caesalpinia pulcherrima"
"2256","Malvales","Malvaceae","Gossypium barbadense"
"2257","Myrtales","Melastomataceae","Miconia robinsoniana"
"2258","Asterales","Asteraceae","Sonchus oleraceus"
"2259",NA,NA,NA
"2260","Malvales","Malvaceae","Sida acuta"
"2261",NA,NA,NA
"2262","Myrtales","Lythraceae","Cuphea racemosa"
"2263",NA,NA,NA
"2264","Solanales","Solanaceae","Nolana galapagensis"
"2265","Brassicales","Caricaceae","Carica papaya"
"2266",NA,NA,NA
"2267",NA,NA,NA
"2268","Caryophyllales","Nyctaginaceae","Mirabilis jalapa"
"2269",NA,NA,NA
"2270",NA,NA,NA
"2271",NA,NA,NA
"2272",NA,NA,NA
"2273","Fabales","Fabaceae","Inga edulis"
"2274","Fabales","Fabaceae","Vigna luteola"
"2275","Gentianales","Rubiaceae","Psychotria rufipes"
"2276",NA,NA,NA
"2277",NA,NA,NA
"2278",NA,NA,NA
"2279","Solanales","Convolvulaceae","Ipomoea pes-caprae"
"2280",NA,NA,NA
"2281","Fabales","Fabaceae","Geoffroea spinosa"
"2282","Lamiales","Acanthaceae","Tetramerium nervosum"
"2283",NA,NA,NA
"2284","Asterales","Asteraceae","Scalesia helleri"
"2285","Solanales","Solanaceae","Physalis pubescens"
"2286",NA,NA,NA
"2287",NA,NA,NA
"2288",NA,NA,NA
"2289",NA,NA,NA
"2290","Malpighiales","Chrysobalanaceae","Chrysobalanus icaco"
"2291",NA,NA,NA
"2292","Malpighiales","Euphorbiaceae","Euphorbia regis-jubae"
"2293","Gentianales","Rubiaceae","Plocama pendula"
"2294","Asterales","Asteraceae","Launaea arborescens"
"2295",NA,NA,NA
"2296","Malpighiales","Euphorbiaceae","Euphorbia balsamifera"
"2297","Solanales","Solanaceae","Lycium intricatum"
"2298","Gentianales","Rubiaceae","Rubia fruticosa"
"2299","Fabales","Fabaceae","Lotus spartioides"
"2300",NA,NA,NA
"2301","Dipsacales","Caprifoliaceae","Dipsacus chinensis"
"2302","Caryophyllales","Polygonaceae","Bistorta macrophylla"
"2303","Asterales","Asteraceae","Picris hieracioides"
"2304",NA,NA,NA
"2305","Asparagales","Amaryllidaceae","Allium wallichii"
"2306","Asterales","Asteraceae","Aster oreophilus"
"2307","Asterales","Asteraceae","Anaphalis nepalensis"
"2308","Ranunculales","Ranunculaceae","Thalictrum delavayi"
"2309",NA,NA,NA
"2310",NA,NA,NA
"2311","Asterales","Asteraceae","Aster yunnanensis"
"2312","Ericales","Balsaminaceae","Impatiens chungtienensis"
"2313","Rosales","Rosaceae","Potentilla griffithii"
"2314","Caryophyllales","Caryophyllaceae","Silene gracilicaulis"
"2315","Asterales","Campanulaceae","Adenophora jasionifolia"
"2316","Ranunculales","Ranunculaceae","Actaea yunnanensis"
"2317",NA,NA,NA
"2318","Asterales","Asteraceae","Ligularia lankongensis"
"2319","Poales","Juncaceae","Juncus allioides"
"2320","Asparagales","Amaryllidaceae","Allium cyathophorum"
"2321","Apiales","Apiaceae","Pleurospermum davidii"
"2322","Caryophyllales","Polygonaceae","Persicaria runcinata"
"2323","Asterales","Campanulaceae","Codonopsis convolvulacea"
"2324","Asterales","Asteraceae","Saussurea wardii"
"2325",NA,NA,NA
"2326",NA,NA,NA
"2327",NA,NA,NA
"2328","Lamiales","Lamiaceae","Nepeta stewartiana"
"2329",NA,NA,NA
"2330",NA,NA,NA
"2331","Gentianales","Gentianaceae","Gentiana crassicaulis"
"2332","Lamiales","Orobanchaceae","Pedicularis tricolor"
"2333","Asterales","Campanulaceae","Adenophora capillaris"
"2334","Lamiales","Lamiaceae","Mentha canadensis"
"2335","Dipsacales","Caprifoliaceae","Dipsacus asperoides"
"2336","Rosales","Rosaceae","Potentilla lancinata"
"2337","Lamiales","Orobanchaceae","Pedicularis rex"
"2338","Boraginales","Boraginaceae","Cynoglossum amabile"
"2339","Asterales","Asteraceae","Dubyaea bhotanica"
"2340","Lamiales","Lamiaceae","Phlomis tatsienensis"
"2341","Asterales","Asteraceae","Carduus crispus"
"2342","Caryophyllales","Caryophyllaceae","Silene yunnanensis"
"2343","Asterales","Asteraceae","Aster diplostephioides"
"2344","Asterales","Asteraceae","Ligularia cymbulifera"
"2345","Ericales","Primulaceae","Primula secundiflora"
"2346","Rosales","Rosaceae","Spenceria ramalana"
"2347",NA,NA,NA
"2348",NA,NA,NA
"2349","Lamiales","Lamiaceae","Origanum vulgare"
"2350","Lamiales","Lamiaceae","Galeopsis bifida"
"2351","Ranunculales","Ranunculaceae","Anemone rivularis"
"2352","Ranunculales","Ranunculaceae","Trollius vaginatus"
"2353","Asterales","Campanulaceae","Cyananthus delavayi"
"2354","Dipsacales","Caprifoliaceae","Pterocephalus hookeri"
"2355","Lamiales","Orobanchaceae","Pedicularis cephalantha"
"2356","Lamiales","Lamiaceae","Salvia przewalskii"
"2357","Boraginales","Boraginaceae","Microula sikkimensis"
"2358","Caryophyllales","Polygonaceae","Bistorta sinomontana"
"2359",NA,NA,NA
