"","Plant_species","guild","Id","Interaction","Z_scores","Order_all","Family_all","Genus_all","Species_all","Breeding_system","IMPUTED_Compatibility","Autonomous_selfing_level","Autonomous_selfing_level_data_type","Autonomous_selfing_level_fruit_set","Flower_morphology","Flower_symmetry","Flowers_per_plant","Flowers_per_inflorescence","Floral_unit_width","Corolla_diameter_mean","Corolla_length_mean","STYLE_IMPUTED","OVULES_IMPUTED","life_form","lifespan","IMPUTED_plant_height_mean_m","species","phylo"
"1940","Paragenipa wrightii","Hymenoptera","13_4_kaiser-bunbury_2011_seychelles_la_reserve.csv",32,0.1489438220998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1941","Paragenipa wrightii","Hymenoptera","13_5_kaiser-bunbury_2011_seychelles_tea_plantation.csv",50,0.979909105162943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1942","Paragenipa wrightii","Hymenoptera","13_6_kaiser-bunbury_2011_seychelles_trois_ferres.csv",16,-0.0802953202547182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1943","Paragenipa wrightii","Non-syrphids-diptera","13_1_kaiser-bunbury_2011_seychelles_bernica.csv",11,-0.364818836631901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1944","Paragenipa wrightii","Non-syrphids-diptera","13_2_kaiser-bunbury_2011_seychelles_casse_dent.csv",3,-0.506806917100753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1945","Paragenipa wrightii","Non-syrphids-diptera","13_3_kaiser-bunbury_2011_seychelles_copolia.csv",4,-0.546299370268903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1946","Paragenipa wrightii","Non-syrphids-diptera","13_4_kaiser-bunbury_2011_seychelles_la_reserve.csv",1,-0.732668639455325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1947","Paragenipa wrightii","Non-syrphids-diptera","13_5_kaiser-bunbury_2011_seychelles_tea_plantation.csv",5,-0.483096712809725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1948","Paragenipa wrightii","Syrphids","13_6_kaiser-bunbury_2011_seychelles_trois_ferres.csv",2,-0.540467331071231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1949","Paraserianthes falcataria","Apidae","13_4_kaiser-bunbury_2011_seychelles_la_reserve.csv",10,-0.476716634487708,"Fabales","Fabaceae","Paraserianthes","Paraserianthes serratifolia","hermaphrodite","NA",NA,"NA","NA","brush","actinomorphic","NA","200","75","5","5.25","20","NA","tree","perennial","13",NA,"Paraserianthes serratifolia"
"1950","Paraserianthes falcataria","Hymenoptera","13_4_kaiser-bunbury_2011_seychelles_la_reserve.csv",4,-0.647351304466119,"Fabales","Fabaceae","Paraserianthes","Paraserianthes serratifolia","hermaphrodite","NA",NA,"NA","NA","brush","actinomorphic","NA","200","75","5","5.25","20","NA","tree","perennial","13",NA,"Paraserianthes serratifolia"
"1951","Parkinsonia praecox","Apidae","10_1_souza_2017_brazil_chaco.csv",339,6.21647129876935,"Fabales","Fabaceae","Parkinsonia","Parkinsonia praecox","hermaphrodite","self_incompatible","none","qualitative","NA","dish","zygomorphic","5000","5","75","17.5","5","4","9","tree","perennial","4",NA,"Parkinsonia praecox"
"1952","Parkinsonia praecox","Hymenoptera","10_1_souza_2017_brazil_chaco.csv",12,-0.189425809997301,"Fabales","Fabaceae","Parkinsonia","Parkinsonia praecox","hermaphrodite","self_incompatible","none","qualitative","NA","dish","zygomorphic","5000","5","75","17.5","5","4","9","tree","perennial","4",NA,"Parkinsonia praecox"
"1953","Parnassia palustris","Non-syrphids-diptera","4_1_elberling_sweeden_1999.csv",20,1.25718919040075,"Celastrales","Celastraceae","Parnassia","Parnassia palustris","protandrous","self_compatible","low","qualitative","NA","dish","actinomorphic","5","1","25","25","NA","1","225","herb","perennial","0.15",NA,"Parnassia palustris"
"1954","Passiflora suberosa","Apidae","8_2_olesen_2002_mauritius.csv",34,-0.0757066696936873,"Malpighiales","Passifloraceae","Passiflora","Passiflora suberosa","hermaphrodite","self_compatible","medium","quantitative","63","dish","actinomorphic","10","1","19","19","1","4","23.1","vine","perennial","0.3",NA,"Passiflora suberosa"
"1955","Pavonia sidifolia","Coleoptera","10_1_souza_2017_brazil_chaco.csv",2,-0.385324804149187,"Malvales","Malvaceae","Pavonia","Pavonia sidifolia","hermaphrodite","partially_self_compatible","none","qualitative","NA","dish","actinomorphic","10","1","17.5","17.5","4","4","5","shrub","perennial","0.75",NA,"Pavonia sidifolia"
"1956","Pavonia sidifolia","Hymenoptera","10_1_souza_2017_brazil_chaco.csv",1,-0.404914703564375,"Malvales","Malvaceae","Pavonia","Pavonia sidifolia","hermaphrodite","partially_self_compatible","none","qualitative","NA","dish","actinomorphic","10","1","17.5","17.5","4","4","5","shrub","perennial","0.75",NA,"Pavonia sidifolia"
"1957","Pavonia sp.","Coleoptera","10_1_souza_2017_brazil_chaco.csv",1,-0.404914703564375,"Malvales","Malvaceae","Pavonia","Pavonia sp","NA","partially_self_compatible","none","qualitative","NA","NA","NA","10","1","17.5","NA","NA","4","5","NA","NA","0.75",NA,"Pavonia sp"
"1958","Pectis sp.","Coleoptera","10_1_souza_2017_brazil_chaco.csv",15,-0.130656111751736,"Asterales","Asteraceae","Pectis","Pectis sp","NA","NA",NA,"NA","NA","NA","NA","NA","NA","40","10","5","5","10","NA","NA","NA",NA,"Pectis sp"
"1959","Pectis sp.","Lepidoptera","10_1_souza_2017_brazil_chaco.csv",20,-0.032706614675793,"Asterales","Asteraceae","Pectis","Pectis sp","NA","NA",NA,"NA","NA","NA","NA","NA","NA","40","10","5","5","10","NA","NA","NA",NA,"Pectis sp"
"1960","Pectis sp.","Non-syrphids-diptera","10_1_souza_2017_brazil_chaco.csv",5,-0.326555105903621,"Asterales","Asteraceae","Pectis","Pectis sp","NA","NA",NA,"NA","NA","NA","NA","NA","NA","40","10","5","5","10","NA","NA","NA",NA,"Pectis sp"
"1961","Pedicularis cephalantha","Apidae","5_1_fang_2008_china.csv",8,-0.391594157032152,"Lamiales","Orobanchaceae","Pedicularis","Pedicularis cephalantha","hermaphrodite","self_compatible",NA,"NA","NA","tube","zygomorphic","15","5","10","3","21","15","27.4","herb","annual","0.4",NA,"Pedicularis cephalantha"
"1962","Pedicularis densispica","Apidae","5_1_fang_2008_china.csv",119,2.04588782571794,"Lamiales","Orobanchaceae","Pedicularis","Pedicularis densispica","hermaphrodite","self_compatible","none","quantitative","0","tube","zygomorphic","15","6","15","5","10","12","32","herb","annual","0.375",NA,"Pedicularis densispica"
"1963","Pedicularis densispica","Hymenoptera","5_1_fang_2008_china.csv",1,-0.5453092370254,"Lamiales","Orobanchaceae","Pedicularis","Pedicularis densispica","hermaphrodite","self_compatible","none","quantitative","0","tube","zygomorphic","15","6","15","5","10","12","32","herb","annual","0.375",NA,"Pedicularis densispica"
"1964","Pedicularis dichotoma","Apidae","5_1_fang_2008_china.csv",4,-0.479431345599722,"Lamiales","Orobanchaceae","Pedicularis","Pedicularis dichotoma","hermaphrodite","self_compatible",NA,"NA","NA","tube","zygomorphic","15","15","45","14","20","26","31.31","herb","perennial","0.15",NA,"Pedicularis dichotoma"
"1965","Pedicularis rex","Apidae","5_1_fang_2008_china.csv",224,4.35161402561667,"Lamiales","Orobanchaceae","Pedicularis","Pedicularis rex","hermaphrodite","self_compatible","none","qualitative","NA","tube","zygomorphic","20","6","30","11.6","30","20","29.5","herb","perennial","0.5",NA,"Pedicularis rex"
"1966","Pedicularis siphonantha","Apidae","5_1_fang_2008_china.csv",6,-0.435512751315937,"Lamiales","Orobanchaceae","Pedicularis","Pedicularis siphonantha","hermaphrodite","partially_self_compatible",NA,"NA","NA","tube","zygomorphic","78","31","15","15","55","10","18.7","herb","perennial","2.5000000000000001E-2",NA,"Pedicularis siphonantha"
"1967","Pedicularis tricolor","Apidae","5_1_fang_2008_china.csv",13,-0.281797671322688,"Lamiales","Orobanchaceae","Pedicularis","Pedicularis tricolor","hermaphrodite","self_compatible","none","quantitative","0","tube","zygomorphic","3","3","30","30","58","10","25.3","herb","annual","2.5000000000000001E-2",NA,"Pedicularis tricolor"
"1968","Pedicularis tricolor","Hymenoptera","5_1_fang_2008_china.csv",3,-0.501390642741615,"Lamiales","Orobanchaceae","Pedicularis","Pedicularis tricolor","hermaphrodite","self_compatible","none","quantitative","0","tube","zygomorphic","3","3","30","30","58","10","25.3","herb","annual","2.5000000000000001E-2",NA,"Pedicularis tricolor"
"1969","Pedicularis tricolor","Lepidoptera","5_1_fang_2008_china.csv",3,-0.501390642741615,"Lamiales","Orobanchaceae","Pedicularis","Pedicularis tricolor","hermaphrodite","self_compatible","none","quantitative","0","tube","zygomorphic","3","3","30","30","58","10","25.3","herb","annual","2.5000000000000001E-2",NA,"Pedicularis tricolor"
"1970","Pedicularis tricolor","Non-syrphids-diptera","5_1_fang_2008_china.csv",5,-0.45747204845783,"Lamiales","Orobanchaceae","Pedicularis","Pedicularis tricolor","hermaphrodite","self_compatible","none","quantitative","0","tube","zygomorphic","3","3","30","30","58","10","25.3","herb","annual","2.5000000000000001E-2",NA,"Pedicularis tricolor"
"1971","Pemphis acidula","Apidae","8_2_olesen_2002_mauritius.csv",119,1.71181192029615,"Myrtales","Lythraceae","Pemphis","Pemphis acidula","hermaphrodite","partially_self_compatible",NA,"NA","NA","campanulate","actinomorphic","20","2","25","12.5","NA","1","20","shrub","perennial","5.5",NA,"Pemphis acidula"
"1972","Pemphis acidula","Lepidoptera","8_2_olesen_2002_mauritius.csv",118,1.69078228982568,"Myrtales","Lythraceae","Pemphis","Pemphis acidula","hermaphrodite","partially_self_compatible",NA,"NA","NA","campanulate","actinomorphic","20","2","25","12.5","NA","1","20","shrub","perennial","5.5",NA,"Pemphis acidula"
"1973","Pemphis acidula","Non-syrphids-diptera","8_2_olesen_2002_mauritius.csv",11,-0.559388170514467,"Myrtales","Lythraceae","Pemphis","Pemphis acidula","hermaphrodite","partially_self_compatible",NA,"NA","NA","campanulate","actinomorphic","20","2","25","12.5","NA","1","20","shrub","perennial","5.5",NA,"Pemphis acidula"
"1974","Pentachondra pumila","Non-syrphids-diptera","6_1_inouye_1988_australia.csv",7,-0.323007278461338,"Ericales","Ericaceae","Pentachondra","Pentachondra pumila","hermaphrodite","self_incompatible","low","qualitative","NA","tube","actinomorphic","40","3","20","4","4","1.5","8","shrub","perennial","0.05",NA,"Pentachondra pumila"
"1975","Peponidium carinatum","Hymenoptera","11_2_kaiser-bunbury_2017_seychelles_casse_dent.csv",3,-0.488905878653734,"Gentianales","Rubiaceae","Peponidium","Peponidium carinatum","dioecious","dioecious","none","quantitative","0","bowl","actinomorphic","100","20","35","7.5","3.5","2.5","7","shrub","perennial","4",NA,"Peponidium carinatum"
"1976","Pereskia sacharosa","Apidae","10_1_souza_2017_brazil_chaco.csv",1,-0.404914703564375,"Caryophyllales","Cactaceae","Pereskia","Pereskia sacharosa","hermaphrodite","self_incompatible","none","qualitative","NA","bowl","actinomorphic","30","1","20.3","20.3","20","10.5","5","tree","perennial","7",NA,"Pereskia sacharosa"
"1977","Phebalium ovatifolium","Hymenoptera","6_1_inouye_1988_australia.csv",1,-0.546499405727186,"Sapindales","Rutaceae","Nematolepis","Nematolepis ovatifolia","hermaphrodite","NA",NA,"NA","NA","dish","actinomorphic","50","2","50","10","1","2","10","shrub","perennial","0.5",NA,"Nematolepis ovatifolia"
"1978","Phebalium ovatifolium","Non-syrphids-diptera","6_1_inouye_1988_australia.csv",9,-0.248509902706055,"Sapindales","Rutaceae","Nematolepis","Nematolepis ovatifolia","hermaphrodite","NA",NA,"NA","NA","dish","actinomorphic","50","2","50","10","1","2","10","shrub","perennial","0.5",NA,"Nematolepis ovatifolia"
"1979","Phebalium ovatifolium","Syrphids","6_1_inouye_1988_australia.csv",2,-0.509250717849545,"Sapindales","Rutaceae","Nematolepis","Nematolepis ovatifolia","hermaphrodite","NA",NA,"NA","NA","dish","actinomorphic","50","2","50","10","1","2","10","shrub","perennial","0.5",NA,"Nematolepis ovatifolia"
"1980","Phlomis atropurpurea","Apidae","5_1_fang_2008_china.csv",51,0.552655620069234,"Lamiales","Lamiaceae","Phlomoides","Phlomis atropurpurea","hermaphrodite","self_incompatible","none","qualitative","NA","tube","zygomorphic","75","10","15","5","19.5","15","4","herb","perennial","0.4",NA,"Phlomis atropurpurea"
"1981","Phlomis purpurea","Hymenoptera","12_11_bartomeus_spain_2008_Niebla_unp.csv",1,-0.673679008574118,"Lamiales","Lamiaceae","Phlomis","Phlomis purpurea","hermaphrodite","self_incompatible","none","qualitative","NA","tube","zygomorphic","50","8","17.5","17.5","17.5","15","4","herb","perennial","0.75",NA,"Phlomis purpurea"
"1982","Phlomis tatsienensis","Apidae","5_1_fang_2008_china.csv",191,3.62695721993421,"Lamiales","Lamiaceae","Phlomis","Phlomis tatsienensis","hermaphrodite","self_incompatible","none","qualitative","NA","tube","zygomorphic","50","8","12","4","13","13","4","herb","perennial","0.65",NA,"Phlomis tatsienensis"
"1983","Phlomis tatsienensis","Non-syrphids-diptera","5_1_fang_2008_china.csv",3,-0.501390642741615,"Lamiales","Lamiaceae","Phlomis","Phlomis tatsienensis","hermaphrodite","self_incompatible","none","qualitative","NA","tube","zygomorphic","50","8","12","4","13","13","4","herb","perennial","0.65",NA,"Phlomis tatsienensis"
"1984","Phlomis tatsienensis","Syrphids","5_1_fang_2008_china.csv",6,-0.435512751315937,"Lamiales","Lamiaceae","Phlomis","Phlomis tatsienensis","hermaphrodite","self_incompatible","none","qualitative","NA","tube","zygomorphic","50","8","12","4","13","13","4","herb","perennial","0.65",NA,"Phlomis tatsienensis"
"1985","Phlox divaricata","Apidae","16_1_burkle_usa_2013.csv",1,-0.54035985725943,"Ericales","Polemoniaceae","Phlox","Phlox divaricata","hermaphrodite","self_incompatible","none","qualitative","NA","tube","actinomorphic","20","5","150","28","14.1","2.5","3","herb","perennial","0.25",NA,"Phlox divaricata"
"1986","Phlox divaricata","Hymenoptera","16_1_burkle_usa_2013.csv",3,-0.516177530136472,"Ericales","Polemoniaceae","Phlox","Phlox divaricata","hermaphrodite","self_incompatible","none","qualitative","NA","tube","actinomorphic","20","5","150","28","14.1","2.5","3","herb","perennial","0.25",NA,"Phlox divaricata"
"1987","Phoenicophorium borsigianum","Apidae","11_1_kaiser-bunbury_2017_seychelles_bernica.csv",9,-0.39676380553371,"Arecales","Arecaceae","Phoenicophorium","Phoenicophorium borsigianum","monoecious","monoecious",NA,"quantitative","0","spike","actinomorphic","2500","2500","400","2","2","2","1300","tree","perennial","13",NA,"Phoenicophorium borsigianum"
"1988","Phoenicophorium borsigianum","Apidae","11_2_kaiser-bunbury_2017_seychelles_casse_dent.csv",50,0.367981669702087,"Arecales","Arecaceae","Phoenicophorium","Phoenicophorium borsigianum","monoecious","monoecious",NA,"quantitative","0","spike","actinomorphic","2500","2500","400","2","2","2","1300","tree","perennial","13",NA,"Phoenicophorium borsigianum"
"1989","Phoenicophorium borsigianum","Apidae","11_4_kaiser-bunbury_2017_seychelles_reserve.csv",69,0.485486015392125,"Arecales","Arecaceae","Phoenicophorium","Phoenicophorium borsigianum","monoecious","monoecious",NA,"quantitative","0","spike","actinomorphic","2500","2500","400","2","2","2","1300","tree","perennial","13",NA,"Phoenicophorium borsigianum"
"1990","Phoenicophorium borsigianum","Apidae","11_8_kaiser-bunbury_2017_seychelles_trois_feres.csv",11,-0.353178592099285,"Arecales","Arecaceae","Phoenicophorium","Phoenicophorium borsigianum","monoecious","monoecious",NA,"quantitative","0","spike","actinomorphic","2500","2500","400","2","2","2","1300","tree","perennial","13",NA,"Phoenicophorium borsigianum"
"1991","Phoenicophorium borsigianum","Apidae","13_1_kaiser-bunbury_2011_seychelles_bernica.csv",47,0.528147771860408,"Arecales","Arecaceae","Phoenicophorium","Phoenicophorium borsigianum","monoecious","monoecious",NA,"quantitative","0","spike","actinomorphic","2500","2500","400","2","2","2","1300","tree","perennial","13",NA,"Phoenicophorium borsigianum"
"1992","Phoenicophorium borsigianum","Apidae","13_2_kaiser-bunbury_2011_seychelles_casse_dent.csv",13,-0.25171891514121,"Arecales","Arecaceae","Phoenicophorium","Phoenicophorium borsigianum","monoecious","monoecious",NA,"quantitative","0","spike","actinomorphic","2500","2500","400","2","2","2","1300","tree","perennial","13",NA,"Phoenicophorium borsigianum"
"1993","Phoenicophorium borsigianum","Apidae","13_3_kaiser-bunbury_2011_seychelles_copolia.csv",20,0.155844413557658,"Arecales","Arecaceae","Phoenicophorium","Phoenicophorium borsigianum","monoecious","monoecious",NA,"quantitative","0","spike","actinomorphic","2500","2500","400","2","2","2","1300","tree","perennial","13",NA,"Phoenicophorium borsigianum"
"1994","Phoenicophorium borsigianum","Apidae","13_4_kaiser-bunbury_2011_seychelles_la_reserve.csv",8,-0.533594857813845,"Arecales","Arecaceae","Phoenicophorium","Phoenicophorium borsigianum","monoecious","monoecious",NA,"quantitative","0","spike","actinomorphic","2500","2500","400","2","2","2","1300","tree","perennial","13",NA,"Phoenicophorium borsigianum"
"1995","Phoenicophorium borsigianum","Apidae","13_5_kaiser-bunbury_2011_seychelles_tea_plantation.csv",10,-0.320540510812762,"Arecales","Arecaceae","Phoenicophorium","Phoenicophorium borsigianum","monoecious","monoecious",NA,"quantitative","0","spike","actinomorphic","2500","2500","400","2","2","2","1300","tree","perennial","13",NA,"Phoenicophorium borsigianum"
"1996","Phoenicophorium borsigianum","Apidae","13_6_kaiser-bunbury_2011_seychelles_trois_ferres.csv",16,-0.0802953202547182,"Arecales","Arecaceae","Phoenicophorium","Phoenicophorium borsigianum","monoecious","monoecious",NA,"quantitative","0","spike","actinomorphic","2500","2500","400","2","2","2","1300","tree","perennial","13",NA,"Phoenicophorium borsigianum"
"1997","Phoenicophorium borsigianum","Coleoptera","11_1_kaiser-bunbury_2017_seychelles_bernica.csv",47,0.582970645675884,"Arecales","Arecaceae","Phoenicophorium","Phoenicophorium borsigianum","monoecious","monoecious",NA,"quantitative","0","spike","actinomorphic","2500","2500","400","2","2","2","1300","tree","perennial","13",NA,"Phoenicophorium borsigianum"
"1998","Phoenicophorium borsigianum","Coleoptera","11_2_kaiser-bunbury_2017_seychelles_casse_dent.csv",327,5.41814871001193,"Arecales","Arecaceae","Phoenicophorium","Phoenicophorium borsigianum","monoecious","monoecious",NA,"quantitative","0","spike","actinomorphic","2500","2500","400","2","2","2","1300","tree","perennial","13",NA,"Phoenicophorium borsigianum"
"1999","Phoenicophorium borsigianum","Coleoptera","11_3_kaiser-bunbury_2017_seychelles_copolia.csv",4,-0.518177180905459,"Arecales","Arecaceae","Phoenicophorium","Phoenicophorium borsigianum","monoecious","monoecious",NA,"quantitative","0","spike","actinomorphic","2500","2500","400","2","2","2","1300","tree","perennial","13",NA,"Phoenicophorium borsigianum"
"2000","Phoenicophorium borsigianum","Coleoptera","11_4_kaiser-bunbury_2017_seychelles_reserve.csv",299,4.12799638959401,"Arecales","Arecaceae","Phoenicophorium","Phoenicophorium borsigianum","monoecious","monoecious",NA,"quantitative","0","spike","actinomorphic","2500","2500","400","2","2","2","1300","tree","perennial","13",NA,"Phoenicophorium borsigianum"
"2001","Phoenicophorium borsigianum","Coleoptera","11_8_kaiser-bunbury_2017_seychelles_trois_feres.csv",112,1.76489434053761,"Arecales","Arecaceae","Phoenicophorium","Phoenicophorium borsigianum","monoecious","monoecious",NA,"quantitative","0","spike","actinomorphic","2500","2500","400","2","2","2","1300","tree","perennial","13",NA,"Phoenicophorium borsigianum"
"2002","Phoenicophorium borsigianum","Coleoptera","13_1_kaiser-bunbury_2011_seychelles_bernica.csv",27,0.0320552115869034,"Arecales","Arecaceae","Phoenicophorium","Phoenicophorium borsigianum","monoecious","monoecious",NA,"quantitative","0","spike","actinomorphic","2500","2500","400","2","2","2","1300","tree","perennial","13",NA,"Phoenicophorium borsigianum"
"2003","Phoenicophorium borsigianum","Coleoptera","13_2_kaiser-bunbury_2011_seychelles_casse_dent.csv",172,3.80418031601553,"Arecales","Arecaceae","Phoenicophorium","Phoenicophorium borsigianum","monoecious","monoecious",NA,"quantitative","0","spike","actinomorphic","2500","2500","400","2","2","2","1300","tree","perennial","13",NA,"Phoenicophorium borsigianum"
"2004","Phoenicophorium borsigianum","Coleoptera","13_3_kaiser-bunbury_2011_seychelles_copolia.csv",16,-0.0196915323989821,"Arecales","Arecaceae","Phoenicophorium","Phoenicophorium borsigianum","monoecious","monoecious",NA,"quantitative","0","spike","actinomorphic","2500","2500","400","2","2","2","1300","tree","perennial","13",NA,"Phoenicophorium borsigianum"
"2005","Phoenicophorium borsigianum","Coleoptera","13_4_kaiser-bunbury_2011_seychelles_la_reserve.csv",61,0.973678060328787,"Arecales","Arecaceae","Phoenicophorium","Phoenicophorium borsigianum","monoecious","monoecious",NA,"quantitative","0","spike","actinomorphic","2500","2500","400","2","2","2","1300","tree","perennial","13",NA,"Phoenicophorium borsigianum"
"2006","Phoenicophorium borsigianum","Coleoptera","13_5_kaiser-bunbury_2011_seychelles_tea_plantation.csv",26,0.19963933557752,"Arecales","Arecaceae","Phoenicophorium","Phoenicophorium borsigianum","monoecious","monoecious",NA,"quantitative","0","spike","actinomorphic","2500","2500","400","2","2","2","1300","tree","perennial","13",NA,"Phoenicophorium borsigianum"
