"","Original_names","Visits","d","Id","Order","Family","Genus","Species","Breeding_system","Compatibility","Selfing","Selfing_quantitative","Flower_shape","Flower_symmetry","Flower_number","Flower_inflorescence","Floral_unit_width","Flower_width","Flower_length","Style_length","Ovule_number","Life_form","Life_span","Plant_height"
"773","Sideroxylon cinereum",223,0.251258919371319,"14_2_kaiser-bunbury_2010_mauritius_restored","Ericales","Sapotaceae","Sideroxylon","Sideroxylon cinereum","Dioecious","dioecious","none",0,"Open","actinomorphic",7872.6208891238,2,30,5.1,4.5,2,4.5,"tree","Perennial",12.5
"774","Sideroxylon puberulum",217,0.365546681199724,"14_1_kaiser-bunbury_2010_mauritius_control","Ericales","Sapotaceae","Sideroxylon","Sideroxylon puberulum","Dioecious","dioecious","none",0,"Open","actinomorphic",7454.0958891238,2,30,7.1,4.5,2,4.5,"tree","Perennial",7.5
"775","Sideroxylon puberulum",173,0.262785619612594,"14_2_kaiser-bunbury_2010_mauritius_restored","Ericales","Sapotaceae","Sideroxylon","Sideroxylon puberulum","Dioecious","dioecious","none",0,"Open","actinomorphic",7454.0958891238,2,30,7.1,4.5,2,4.5,"tree","Perennial",7.5
"776","Silene acaulis",17,0.431532294218637,"4_1_elberling_sweeden_1999","Caryophyllales","Caryophyllaceae","Silene","Silene acaulis","Dioecious","partially_self_compatible","low",13,"Tube","actinomorphic",120,1,12,12,9,9,13,"herb","Perennial",0.035
"777","Silene acaulis",6,0.325220431343957,"7_1_lundgren_2005_greenland","Caryophyllales","Caryophyllaceae","Silene","Silene acaulis","Dioecious","partially_self_compatible","low",13,"Tube","actinomorphic",120,1,12,12,9,9,13,"herb","Perennial",0.035
"778","Silene dioica",8,0.173173865433932,"18_1_bundgaard_2003_denmark","Caryophyllales","Caryophyllaceae","Silene","Silene dioica","Dioecious","dioecious","none",0,"Tube","actinomorphic",10,2,50,25,21.81845,9.88,250,"herb","Perennial",0.4
"779","Silene gracilicaulis",7,0.640883240622805,"5_1_fang_2008_china","Caryophyllales","Caryophyllaceae","Silene","Silene gracilicaulis","Hermaphrodite","self_compatible","low",13,"Tube","actinomorphic",6,6,10,4,13,15,60,"herb","Perennial",0.325
"780","Silene vulgaris",37,0.368233058385717,"8_1_olesen_2002_azores","Caryophyllales","Caryophillaceae","Silene","Silene vulgaris","Dioecious","self_compatible","low",13,"Campanulate","actinomorphic",120,15,25,25,25,25,146,"herb","Perennial",0.5
"781","Silene yunnanensis",8,0.5558793628662,"5_1_fang_2008_china","Caryophyllales","Caryophyllaceae","Silene","Silene yunnanensis","Hermaphrodite","self_compatible","low",14.1446730769231,"Tube","actinomorphic",15,3,15,3.5,15,15,109,"herb","Perennial",0.5
"782","Smilacina trifolia",19,0.669203496909175,"9_1_small_1976_canada","Asparagales","Asparagaceae","Maianthemum","Maianthemum trifolium","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",8,8,15,3.25,2.25,1,3,"herb","Perennial",0.1
"783","Smilax anceps",5,0.180310651020054,"14_2_kaiser-bunbury_2010_mauritius_restored","Liliales","Smilacaceae","Smilax","Smilax anceps","Dioecious","dioecious","none",0,"Open","actinomorphic",120,15,15,3.1,4,3,3,"vine","Perennial",2.5
"784","Solidago sempervirens",163,0.677236074735945,"8_1_olesen_2002_azores","Asterales","Asteraceae","Solidago","Solidago sempervirens","Monoecious","self_compatible","low",13,"Capitulum","actinomorphic",100,100,200,12,5,3.8,16,"herb","Perennial",1.2
"785","Solidago virgaurea",84,1,"3_1_dupont_2009_denmark_hl","Asterales","Asteraceae","Solidago","Solidago virgaurea","Hermaphrodite","partially_self_compatible","medium",50.5,"Capitulum","actinomorphic",50,10,200,4,12.5,2,5,"herb","Perennial",0.65
"786","Solidago virgaurea",11,1,"3_2_dupont_2009_denmark_ib","Asterales","Asteraceae","Solidago","Solidago virgaurea","Hermaphrodite","partially_self_compatible","medium",50.5,"Capitulum","actinomorphic",50,10,200,4,12.5,2,5,"herb","Perennial",0.65
"787","Solidago virgaurea",23,1,"3_3_dupont_2009_denmark_so","Asterales","Asteraceae","Solidago","Solidago virgaurea","Hermaphrodite","partially_self_compatible","medium",50.5,"Capitulum","actinomorphic",50,10,200,4,12.5,2,5,"herb","Perennial",0.65
"788","Sonchus tenerrinus",38,0.405838102736213,"1_1_bartomeus_spain_2008_batca_1_2","Asterales","Asteraceae","Sonchus","Sonchus tenerrimus","Hermaphrodite","self_compatible","low",23.44805,"Capitulum","actinomorphic",10,3,14,14,6.5,9.5,100,"herb","Short lived",0.3
"789","Sonchus tenerrinus",39,0.613153833679561,"1_2_bartomeus_spain_2008_fraop_1_2","Asterales","Asteraceae","Sonchus","Sonchus tenerrimus","Hermaphrodite","self_compatible","low",23.44805,"Capitulum","actinomorphic",10,3,14,14,6.5,9.5,100,"herb","Short lived",0.3
"790","Sonchus tenerrinus",12,0.762010791557752,"1_3_bartomeus_spain_2008_medca_1_2","Asterales","Asteraceae","Sonchus","Sonchus tenerrimus","Hermaphrodite","self_compatible","low",23.44805,"Capitulum","actinomorphic",10,3,14,14,6.5,9.5,100,"herb","Short lived",0.3
"791","Sonchus tenerrinus",18,0.741171040358762,"1_4_bartomeus_spain_2008_medca_2_3","Asterales","Asteraceae","Sonchus","Sonchus tenerrimus","Hermaphrodite","self_compatible","low",23.44805,"Capitulum","actinomorphic",10,3,14,14,6.5,9.5,100,"herb","Short lived",0.3
"792","Sonchus tenerrinus",25,0.443816162438369,"1_5_bartomeus_spain_2008_miqop_1_2","Asterales","Asteraceae","Sonchus","Sonchus tenerrimus","Hermaphrodite","self_compatible","low",23.44805,"Capitulum","actinomorphic",10,3,14,14,6.5,9.5,100,"herb","Short lived",0.3
"793","Soulamea terminalioides",10,0.7340353514496,"11_1_kaiser-bunbury_2017_seychelles_bernica","Sapindales","Simaroubaceae","Solulamea","Soulamea terminaloides","Dioecious","dioecious","none",0,"Open","actinomorphic",12736.9750557905,15,2.5,2.5,3.3,0.1,1,"tree","Perennial",9.26445833333333
"794","Soulamea terminalioides",2,1,"11_2_kaiser-bunbury_2017_seychelles_casse_dent","Sapindales","Simaroubaceae","Solulamea","Soulamea terminaloides","Dioecious","dioecious","none",0,"Open","actinomorphic",12736.9750557905,15,2.5,2.5,3.3,0.1,1,"tree","Perennial",9.26445833333333
"795","Soulamea terminalioides",37,0.520039262020721,"11_3_kaiser-bunbury_2017_seychelles_copolia","Sapindales","Simaroubaceae","Solulamea","Soulamea terminaloides","Dioecious","dioecious","none",0,"Open","actinomorphic",12736.9750557905,15,2.5,2.5,3.3,0.1,1,"tree","Perennial",9.26445833333333
"796","Soulamea terminalioides",30,0.597354614630156,"11_6_kaiser-bunbury_2017_seychelles_salazie","Sapindales","Simaroubaceae","Solulamea","Soulamea terminaloides","Dioecious","dioecious","none",0,"Open","actinomorphic",12736.9750557905,15,2.5,2.5,3.3,0.1,1,"tree","Perennial",9.26445833333333
"797","Soulamea terminalioides",25,0.179772673607137,"11_7_kaiser-bunbury_2017_seychelles_tea_plantation","Sapindales","Simaroubaceae","Solulamea","Soulamea terminaloides","Dioecious","dioecious","none",0,"Open","actinomorphic",12736.9750557905,15,2.5,2.5,3.3,0.1,1,"tree","Perennial",9.26445833333333
"798","Soulamea terminalioides",63,0.433691052709498,"11_8_kaiser-bunbury_2017_seychelles_trois_feres","Sapindales","Simaroubaceae","Solulamea","Soulamea terminaloides","Dioecious","dioecious","none",0,"Open","actinomorphic",12736.9750557905,15,2.5,2.5,3.3,0.1,1,"tree","Perennial",9.26445833333333
"799","Soulamea terminalioides",2,0.541197228095813,"13_1_kaiser-bunbury_2011_seychelles_bernica","Sapindales","Simaroubaceae","Solulamea","Soulamea terminaloides","Dioecious","dioecious","none",0,"Open","actinomorphic",12736.9750557905,15,2.5,2.5,3.3,0.1,1,"tree","Perennial",9.26445833333333
"800","Soulamea terminalioides",11,0.613827909413964,"13_2_kaiser-bunbury_2011_seychelles_casse_dent","Sapindales","Simaroubaceae","Solulamea","Soulamea terminaloides","Dioecious","dioecious","none",0,"Open","actinomorphic",12736.9750557905,15,2.5,2.5,3.3,0.1,1,"tree","Perennial",9.26445833333333
"801","Soulamea terminalioides",23,0.570570173250198,"13_3_kaiser-bunbury_2011_seychelles_copolia","Sapindales","Simaroubaceae","Solulamea","Soulamea terminaloides","Dioecious","dioecious","none",0,"Open","actinomorphic",12736.9750557905,15,2.5,2.5,3.3,0.1,1,"tree","Perennial",9.26445833333333
"802","Soulamea terminalioides",8,0.623134317123798,"13_6_kaiser-bunbury_2011_seychelles_trois_ferres","Sapindales","Simaroubaceae","Solulamea","Soulamea terminaloides","Dioecious","dioecious","none",0,"Open","actinomorphic",12736.9750557905,15,2.5,2.5,3.3,0.1,1,"tree","Perennial",9.26445833333333
"803","Spartium junceum",15,0.688568905235023,"12_12_bartomeus_spain_2008_PinaresdeHinojos_unp","Fabales","Fabaceae","Spartium","Spartium junceum","Hermaphrodite","self_incompatible","none",0,"Papilionaceous","zygomorphic",500,5,50,25,25,4,16.9,"shrub","Perennial",1.5
"804","Spartium junceum",6,0.0176550108081563,"12_15_bartomeus_spain_2008_Villamanriqueeste_unp","Fabales","Fabaceae","Spartium","Spartium junceum","Hermaphrodite","self_incompatible","none",0,"Papilionaceous","zygomorphic",500,5,50,25,25,4,16.9,"shrub","Perennial",1.5
"805","Spartium junceum",5,0,"12_2_bartomeus_spain_2008_ConventodelaLuz_unp","Fabales","Fabaceae","Spartium","Spartium junceum","Hermaphrodite","self_incompatible","none",0,"Papilionaceous","zygomorphic",500,5,50,25,25,4,16.9,"shrub","Perennial",1.5
"806","Spartium junceum",12,0.105767186769178,"12_9_bartomeus_spain_2008_LaRocina_unp","Fabales","Fabaceae","Spartium","Spartium junceum","Hermaphrodite","self_incompatible","none",0,"Papilionaceous","zygomorphic",500,5,50,25,25,4,16.9,"shrub","Perennial",1.5
"807","Spartium junceum",41,0.643067024669913,"15_1_peralta_2006_mendoza_site_1","Fabales","Fabaceae","Spartium","Spartium junceum","Hermaphrodite","self_incompatible","none",0,"Papilionaceous","zygomorphic",500,5,50,25,25,4,16.9,"shrub","Perennial",1.5
"808","Spartium junceum",10,0.869419178615455,"15_4_peralta_2006_mendoza_site_4","Fabales","Fabaceae","Spartium","Spartium junceum","Hermaphrodite","self_incompatible","none",0,"Papilionaceous","zygomorphic",500,5,50,25,25,4,16.9,"shrub","Perennial",1.5
"809","Spenceria ramalana",43,0.531480076948357,"5_1_fang_2008_china","Rosales","Rosaceae","Spenceria","Spenceria ramalana","Hermaphrodite","self_compatible","low",14.268425,"Open","actinomorphic",15,10,30,16,1.5,4.5,2,"herb","Perennial",0.25
"810","Spiraea alba",87,0.641376720225111,"9_1_small_1976_canada","Rosales","Rosaceae","Spiraea","Spiraea alba","Hermaphrodite","partially_self_compatible","low",13,"Open","actinomorphic",100,100,30,5.5,1,0.9,19,"shrub","Perennial",1.2
"811","Stachys sylvatica",48,0.436618093974876,"18_1_bundgaard_2003_denmark","Lamiales","Lamiaceae","Stachys","Stachys sylvatica","Hermaphrodite","self_compatible","low",13,"Tube","zygomorphic",20,20,35,7,7,4.5,4,"herb","Perennial",0.75
"812","Stachytapheta jamaicencis",32,0.50509822626409,"8_2_olesen_2002_mauritius","Lamiales","Verbenaceae","Stachytarpheta","Stachytarpheta jamaicensis","Hermaphrodite","self_compatible","high",88,"Tube","actinomorphic",4,4,16,8,8.1,5.1,2,"herb","Perennial",1
"813","Staelia thymoides",11,0.663893699850875,"10_1_souza_2017_brazil_chaco","Gentianales","Rubiaceae","Staelia","Staelia thymoides","Hermaphrodite","self_compatible","low",15.4531,"Tube","actinomorphic",100,5,10,2,4.25,4.75,2,"herb","Perennial",0.2
"814","Stellaria yunnanensis",60,0.550453231197776,"5_1_fang_2008_china","Caryophyllales","Caryophyllaceae","Stellaria","Stellaria yunnanensis","Hermaphrodite","self_compatible","low",12.97995,"Open","actinomorphic",40,5,10.5,10.5,2,4.5,60,"herb","Perennial",0.2
"815","Stillingia lineata",324,0.312097026739269,"14_1_kaiser-bunbury_2010_mauritius_control","Malpighiales","Euphorbiaceae","Stillingia","Stillingia lineata","Monoecious","monoecious","none",0,"Tube","actinomorphic",450,15,5,1,1,1,3,"shrub","Perennial",4.1
"816","Stillingia lineata",213,0.379427993123814,"14_2_kaiser-bunbury_2010_mauritius_restored","Malpighiales","Euphorbiaceae","Stillingia","Stillingia lineata","Monoecious","monoecious","none",0,"Tube","actinomorphic",450,15,5,1,1,1,3,"shrub","Perennial",4.1
"817","Succisa pratensis",4,1,"3_3_dupont_2009_denmark_so","Dipsacales","Caprifoliaceae","Succisa","Succisa pratensis","Dioecious","self_compatible","none",0,"Capitulum","actinomorphic",450,50,25,3.5,6.775125,8,31.4095,"herb","Perennial",0.65
"818","Suriana maritima",37,0.279235328003656,"8_2_olesen_2002_mauritius","Fabales","Surianaceae","Suriana","Suriana maritima","Hermaphrodite","self_compatible","low",20,"Open","actinomorphic",200,1,20,20,3,4,10,"shrub","Perennial",2.5
"819","Swertia forrestii",84,0.454156294909715,"5_1_fang_2008_china","Gentianales","Gentianaceae","Swertia","Swertia forrestii","Hermaphrodite","partially_self_compatible","low",11.9748,"Open","actinomorphic",10,10,35,17.5,9.11416666666666,0.5,73.3,"herb","Perennial",0.225
"820","Syzygium commersonii",3,0.366466867861484,"14_2_kaiser-bunbury_2010_mauritius_restored","Myrtales","Myrtaceae","Syzygium","Syzygium commersonii","Hermaphrodite","self_compatible","low",12.5783125,"Brush","actinomorphic",1394.51428571429,250,60.6565,11.1175,6.391,6.70755,32,"shrub","Perennial",0.5
"821","Syzygium coriaceum",57,0.276052841687134,"14_1_kaiser-bunbury_2010_mauritius_control","Myrtales","Myrtaceae","Syzygium","Syzygium coriaceum","Hermaphrodite","self_compatible","low",9.2068,"Brush","actinomorphic",500,25,43.29,11.133975,6.61446666666667,4.39495,32,"shrub","Perennial",2.35725
"822","Syzygium coriaceum",113,0.34084395003312,"14_2_kaiser-bunbury_2010_mauritius_restored","Myrtales","Myrtaceae","Syzygium","Syzygium coriaceum","Hermaphrodite","self_compatible","low",9.2068,"Brush","actinomorphic",500,25,43.29,11.133975,6.61446666666667,4.39495,32,"shrub","Perennial",2.35725
"823","Syzygium glomeratum",30,0.341708062366697,"14_2_kaiser-bunbury_2010_mauritius_restored","Myrtales","Myrtaceae","Syzygium","Syzygium glomeratum","Hermaphrodite","self_compatible","low",10.5051,"Brush","actinomorphic",1000,25,46.371380952381,9.936625,5.1861,1,15,"tree","Perennial",5
"824","Syzygium jambos",131,0.370872901232721,"11_4_kaiser-bunbury_2017_seychelles_reserve","Myrtales","Myrtaceae","Syzygium","Syzygium jambos","Hermaphrodite","self_compatible","medium",72.5,"Brush","actinomorphic",1000,25,150,75,75,40,60,"tree","Perennial",9.5
"825","Syzygium mauritianum",3,0.191193186698921,"14_2_kaiser-bunbury_2010_mauritius_restored","Myrtales","Myrtaceae","Syzygium","Syzygium mauritianum","Hermaphrodite","self_compatible","low",13,"Brush","actinomorphic",1300.38083333333,5,80,19.1,20,15.25,32,"tree","Perennial",4.5
"826","Syzygium petrinese",22,0.233869955161959,"14_1_kaiser-bunbury_2010_mauritius_control","Myrtales","Myrtaceae","Syzygium","Syzygium petrinense","Hermaphrodite","self_compatible","low",9.3320625,"Brush","actinomorphic",1728.25,100,57.3045,10.3435,5.978075,5.093,32,"shrub","Perennial",1.9447
"827","Syzygium petrinese",50,0.385931283176614,"14_2_kaiser-bunbury_2010_mauritius_restored","Myrtales","Myrtaceae","Syzygium","Syzygium petrinense","Hermaphrodite","self_compatible","low",9.3320625,"Brush","actinomorphic",1728.25,100,57.3045,10.3435,5.978075,5.093,32,"shrub","Perennial",1.9447
"828","Syzygium venosum",33,0.340225415939146,"14_2_kaiser-bunbury_2010_mauritius_restored","Myrtales","Myrtaceae","Syzygium","Syzygium venosum","Hermaphrodite","self_compatible","low",11.0552,"Brush","actinomorphic",2500,35,50,16,8.95965,12.5,18,"tree","Perennial",4.5
"829","Syzygium wrightii",33,0.595717377422827,"11_1_kaiser-bunbury_2017_seychelles_bernica","Myrtales","Myrtaceae","Syzygium","Syzygium wrightii","Dioecious","dioecious","none",0,"Campanulate","actinomorphic",1000,75,20,3.2,10,13,35,"tree","Perennial",17
"830","Syzygium wrightii",65,0.562271125134552,"11_3_kaiser-bunbury_2017_seychelles_copolia","Myrtales","Myrtaceae","Syzygium","Syzygium wrightii","Dioecious","dioecious","none",0,"Campanulate","actinomorphic",1000,75,20,3.2,10,13,35,"tree","Perennial",17
"831","Syzygium wrightii",30,0.6603177844901,"13_1_kaiser-bunbury_2011_seychelles_bernica","Myrtales","Myrtaceae","Syzygium","Syzygium wrightii","Dioecious","dioecious","none",0,"Campanulate","actinomorphic",1000,75,20,3.2,10,13,35,"tree","Perennial",17
"832","Syzygium wrightii",28,0.403872585868773,"13_3_kaiser-bunbury_2011_seychelles_copolia","Myrtales","Myrtaceae","Syzygium","Syzygium wrightii","Dioecious","dioecious","none",0,"Campanulate","actinomorphic",1000,75,20,3.2,10,13,35,"tree","Perennial",17
"833","Syzygium wrightii",24,0.316458550874687,"13_5_kaiser-bunbury_2011_seychelles_tea_plantation","Myrtales","Myrtaceae","Syzygium","Syzygium wrightii","Dioecious","dioecious","none",0,"Campanulate","actinomorphic",1000,75,20,3.2,10,13,35,"tree","Perennial",17
"834","Syzygium wrightii",26,0.606895197649993,"13_6_kaiser-bunbury_2011_seychelles_trois_ferres","Myrtales","Myrtaceae","Syzygium","Syzygium wrightii","Dioecious","dioecious","none",0,"Campanulate","actinomorphic",1000,75,20,3.2,10,13,35,"tree","Perennial",17
"835","Tabernaemontana persicarifolia",8,0.301176788964848,"14_1_kaiser-bunbury_2010_mauritius_control","Gentianales","Apocynaceae","Tabernaemontana","Tabernaemontana persicarifolia","Hermaphrodite","self_incompatible","none",0,"Campanulate","actinomorphic",840.995,10,40.6269166666667,12.5965666666667,9.75523333333333,8.1531,80,"shrub","Perennial",2.36251041666667
"836","Tabernaemontana persicarifolia",24,0.508413564282674,"14_2_kaiser-bunbury_2010_mauritius_restored","Gentianales","Apocynaceae","Tabernaemontana","Tabernaemontana persicarifolia","Hermaphrodite","self_incompatible","none",0,"Campanulate","actinomorphic",840.995,10,40.6269166666667,12.5965666666667,9.75523333333333,8.1531,80,"shrub","Perennial",2.36251041666667
"837","Talinum triangulare",20,0.50614067872068,"10_1_souza_2017_brazil_chaco","Caryophyllales","Talinaceae","Talinum","Talinum fruticosum","Hermaphrodite","self_compatible","high",94,"Open","actinomorphic",15,5,20,20,7,1.2,50,"herb","Perennial",0.75
"838","Tambourissa peltata",8,0.301176788964848,"14_1_kaiser-bunbury_2010_mauritius_control","Laurales","Monimiaceae","Tambourissa","Tambourissa peltata","Dioecious","dioecious","none",0,"Open","zygomorphic",25,1,15.5,15.5,8,0.4,450,"tree","Perennial",13.5
"839","Tambourissa peltata",24,0.508413564282674,"14_2_kaiser-bunbury_2010_mauritius_restored","Laurales","Monimiaceae","Tambourissa","Tambourissa peltata","Dioecious","dioecious","none",0,"Open","zygomorphic",25,1,15.5,15.5,8,0.4,450,"tree","Perennial",13.5
"840","Taraxacum vulgare",4,0.939868790542316,"12_11_bartomeus_spain_2008_Niebla_unp","Asterales","Asteraceae","Taraxacum","Taraxacum campylodes","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",1,1,29.1,29.1,8.5,12,45,"herb","Perennial",0.15
"841","Taraxacum vulgare",7,0.722232937798222,"4_1_elberling_sweeden_1999","Asterales","Asteraceae","Taraxacum","Taraxacum campylodes","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",1,1,29.1,29.1,8.5,12,45,"herb","Perennial",0.15
"842","Teucrium fruticans",163,0.382879269233347,"12_1_bartomeus_spain_2008_Aznalcazar_unp","Lamiales","Lamiaceae","Teucrium","Teucrium fruticans","Hermaphrodite","partially_self_compatible","low",11.35725,"Open","zygomorphic",200,15,50,9,19.1,22,4,"shrub","Perennial",1.25
"843","Teucrium fruticans",90,0.0375011987146646,"12_2_bartomeus_spain_2008_ConventodelaLuz_unp","Lamiales","Lamiaceae","Teucrium","Teucrium fruticans","Hermaphrodite","partially_self_compatible","low",11.35725,"Open","zygomorphic",200,15,50,9,19.1,22,4,"shrub","Perennial",1.25
