"","db","query","species"
"2092","ncbi","2520",NA
"2093","ncbi","2138","Physalis angulata"
"2094","ncbi","3011",NA
"2095","ncbi","1110","Euphorbia heterophylla"
"2096","ncbi","755",NA
"2097","ncbi","2710","Solanum erianthum"
"2098","ncbi","272",NA
"2099","ncbi","404","Bourreria succulenta"
"2100","ncbi","2719","Solanum torvum"
"2101","ncbi","354","Bauhinia divaricata"
"2102","ncbi","1517","Jacquinia arborea"
"2103","ncbi","500",NA
"2104","ncbi","420","Broughtonia sanguinea"
"2105","ncbi","331","Avicennia germinans"
"2106","ncbi","504","Capraria biflora"
"2107","ncbi","1111","Euphorbia hyssopifolia"
"2108","ncbi","430",NA
"2109","ncbi","1281","Guazuma ulmifolia"
"2110","ncbi","2638","Sesuvium portulacastrum"
"2111","ncbi","1746","Malpighia glabra"
"2112","ncbi","1830","Mimosa pudica"
"2113","ncbi","2380","Rhabdadenia biflora"
"2114","ncbi","1658","Phyla nodiflora"
"2115","ncbi","2045","Paullinia pinnata"
"2116","ncbi","434","Cabomba furcata"
"2117","ncbi","1779",NA
"2118","ncbi","971","Echinodorus grandiflorus"
"2119","ncbi","14",NA
"2120","ncbi","1445",NA
"2121","ncbi","2850","Handroanthus aureus"
"2122","ncbi","1478","Ipomoea carnea"
"2123","ncbi","1698",NA
"2124","ncbi","986","Eichhornia azurea"
"2125","ncbi","1781",NA
"2126","ncbi","1894",NA
"2127","ncbi","1162","Funastrum clausum"
"2128","ncbi","184",NA
"2129","ncbi","677","Cissus spinosa"
"2130","ncbi","987","Eichhornia crassipes"
"2131","ncbi","2418","Richardia grandiflora"
"2132","ncbi","2753","Borreria eryngioides"
"2133","ncbi","431","Byrsonima cydoniifolia"
"2134","ncbi","2516",NA
"2135","ncbi","2810","Stigmaphyllon calcaratum"
"2136","ncbi","1416",NA
"2137","ncbi","801","Crotalaria micans"
"2138","ncbi","1075",NA
"2139","ncbi","1342","Heliotropium filiforme"
"2140","ncbi","2756",NA
"2141","ncbi","2311","Psychotria carthagenensis"
"2142","ncbi","2136","Phyllanthus amarus"
"2143","ncbi","1473","Inga vera"
"2144","ncbi","2651",NA
"2145","ncbi","2712","Solanum glaucophyllum"
"2146","ncbi","181","Aniseia cernua"
"2147","ncbi","723",NA
"2148","ncbi","831",NA
"2149","ncbi","2208",NA
"2150","ncbi","830",NA
"2151","ncbi","1132",NA
"2152","ncbi","2198",NA
"2153","ncbi","227",NA
"2154","ncbi","818",NA
"2155","ncbi","751","Corchorus hirtus"
"2156","ncbi","71","Aeschynomene histrix"
"2157","ncbi","2874","Teramnus volubilis"
"2158","ncbi","739",NA
"2159","ncbi","1696",NA
"2160","ncbi","1532",NA
"2161","ncbi","1288",NA
"2162","ncbi","2038","Passiflora misera"
"2163","ncbi","3090","Vigna lasiocarpa"
"2164","ncbi","1815",NA
"2165","ncbi","2192",NA
"2166","ncbi","2372","Rauvolfia ligustrina"
"2167","ncbi","580",NA
"2168","ncbi","2629",NA
"2169","ncbi","1059","Eryngium ebracteatum"
"2170","ncbi","2203",NA
"2171","ncbi","345","Baillonia amabilis"
"2172","ncbi","1336","Helicteres guazumifolia"
"2173","ncbi","1470",NA
"2174","ncbi","1208","Genipa americana"
"2175","ncbi","2631","Senna pendula"
"2176","ncbi","1370",NA
"2177","ncbi","1701","Ludwigia peploides"
"2178","ncbi","2381","Rhabdadenia madida"
"2179","ncbi","972",NA
"2180","ncbi","180","Angelonia hirta"
"2181","ncbi","2701","Smilax fluminensis"
"2182","ncbi","572",NA
"2183","ncbi","2706",NA
"2184","ncbi","935","Discolobium pulchellum"
"2185","ncbi","736",NA
"2186","ncbi","1446",NA
"2187","ncbi","2196",NA
"2188","ncbi","1334","Heliconia marginata"
"2189","ncbi","1553","Laetia americana"
"2190","ncbi","3135",NA
"2191","ncbi","1072","Erythroxylum anguifugum"
"2192","ncbi","1824",NA
"2193","ncbi","2897",NA
"2194","ncbi","2650",NA
"2195","ncbi","752","Corchorus orinocensis"
"2196","ncbi","1051",NA
"2197","ncbi","2569",NA
"2198","ncbi","497","Caperonia palustris"
"2199","ncbi","1920",NA
"2200","ncbi","579","Centratherum punctatum"
"2201","ncbi","2817","Stylosanthes acuminata"
"2202","ncbi","1440","Hyptis brevipes"
"2203","ncbi","2307","Psittacanthus cordatus"
"2204","ncbi","654",NA
"2205","ncbi","2754","Spermacoce glabra"
"2206","ncbi","1803","Mesechites trifidus"
"2207","ncbi","1200","Polyscias crassa"
"2208","ncbi","912",NA
"2209","ncbi","2313","Psychotria pervillei"
"2210","ncbi","790","Craterispermum microdon"
"2211","ncbi","2437","Roscheria melanochaetes"
"2212","ncbi","1074",NA
"2213","ncbi","1260","Glionnetia sericea"
"2214","ncbi","1784",NA
"2215","ncbi","2025",NA
"2216","ncbi","1918","Nephrosperma vanhoutteanum"
"2217","ncbi","537",NA
"2218","ncbi","2555","Scalesia pedunculata"
"2219","ncbi","538",NA
"2220","ncbi","1518",NA
"2221","ncbi","800","Crotalaria incana"
"2222","ncbi","1753","Malvastrum coromandelianum"
"2223","ncbi","341","Bacopa monnieri"
"2224","ncbi","1276",NA
"2225","ncbi","1178",NA
"2226","ncbi","860","Darwiniothamnus tenuifolius"
"2227","ncbi","2213","Persicaria opelousana"
"2228","ncbi","10","Vachellia macracantha"
"2229","ncbi","918",NA
"2230","ncbi","2085",NA
"2231","ncbi","1107","Euphorbia cyathophora"
"2232","ncbi","1002","Encelia hispida"
"2233","ncbi","1959","Opuntia helleri"
"2234","ncbi","705",NA
"2235","ncbi","728","Coffea arabica"
"2236","ncbi","1956","Opuntia echios"
"2237","ncbi","4","Abelmoschus manihot"
"2238","ncbi","1199",NA
"2239","ncbi","1372",NA
"2240","ncbi","554","Catharanthus roseus"
"2241","ncbi","2647","Sidastrum paniculatum"
"2242","ncbi","1718","Solanum cheesmaniae"
"2243","ncbi","2769",NA
"2244","ncbi","2036","Passiflora foetida"
"2245","ncbi","87","Ageratum conyzoides"
"2246","ncbi","1531","Justicia galapagana"
"2247","ncbi","506","Capsicum frutescens"
"2248","ncbi","2553",NA
"2249","ncbi","2304","Psidium guajava"
"2250","ncbi","1960","Opuntia megasperma"
"2251","ncbi","764",NA
"2252","ncbi","2167",NA
"2253","ncbi","2707","Solanum americanum"
"2254","ncbi","1198","Galvezia leucantha"
"2255","ncbi","442","Caesalpinia pulcherrima"
"2256","ncbi","1274","Gossypium barbadense"
"2257","ncbi","1810","Miconia robinsoniana"
"2258","ncbi","2739","Sonchus oleraceus"
"2259","ncbi","1962",NA
"2260","ncbi","2644","Sida acuta"
"2261","ncbi","2556",NA
"2262","ncbi","829","Cuphea racemosa"
"2263","ncbi","1861",NA
"2264","ncbi","1923","Nolana galapagensis"
"2265","ncbi","525","Carica papaya"
"2266","ncbi","2639",NA
"2267","ncbi","9",NA
"2268","ncbi","1838","Mirabilis jalapa"
"2269","ncbi","435",NA
"2270","ncbi","2560",NA
"2271","ncbi","623",NA
"2272","ncbi","494",NA
"2273","ncbi","1472","Inga edulis"
"2274","ncbi","3091","Vigna luteola"
"2275","ncbi","2314","Psychotria rufipes"
"2276","ncbi","704",NA
"2277","ncbi","402",NA
"2278","ncbi","2134",NA
"2279","ncbi","1485","Ipomoea pes-caprae"
"2280","ncbi","1558",NA
"2281","ncbi","1228","Geoffroea spinosa"
"2282","ncbi","2877","Tetramerium nervosum"
"2283","ncbi","1963",NA
"2284","ncbi","2554","Scalesia helleri"
"2285","ncbi","2140","Physalis pubescens"
"2286","ncbi","1719",NA
"2287","ncbi","1957",NA
"2288","ncbi","1489",NA
"2289","ncbi","488",NA
"2290","ncbi","643","Chrysobalanus icaco"
"2291","ncbi","1136",NA
"2292","ncbi","1118","Euphorbia regis-jubae"
"2293","ncbi","2179","Plocama pendula"
"2294","ncbi","1577","Launaea arborescens"
"2295","ncbi","1137",NA
"2296","ncbi","1104","Euphorbia balsamifera"
"2297","ncbi","1716","Lycium intricatum"
"2298","ncbi","2440","Rubia fruticosa"
"2299","ncbi","1691","Lotus spartioides"
"2300","ncbi","1582",NA
"2301","ncbi","927","Dipsacus chinensis"
"2302","ncbi","2212","Bistorta macrophylla"
"2303","ncbi","2150","Picris hieracioides"
"2304","ncbi","2239",NA
"2305","ncbi","121","Allium wallichii"
"2306","ncbi","299","Aster oreophilus"
"2307","ncbi","155","Anaphalis nepalensis"
"2308","ncbi","2885","Thalictrum delavayi"
"2309","ncbi","2274",NA
"2310","ncbi","661",NA
"2311","ncbi","308","Aster yunnanensis"
"2312","ncbi","1464","Impatiens chungtienensis"
"2313","ncbi","2244","Potentilla griffithii"
"2314","ncbi","2668","Silene gracilicaulis"
"2315","ncbi","54","Adenophora jasionifolia"
"2316","ncbi","650","Actaea yunnanensis"
"2317","ncbi","866",NA
"2318","ncbi","1634","Ligularia lankongensis"
"2319","ncbi","1525","Juncus allioides"
"2320","ncbi","111","Allium cyathophorum"
"2321","ncbi","2177","Pleurospermum davidii"
"2322","ncbi","2216","Persicaria runcinata"
"2323","ncbi","726","Codonopsis convolvulacea"
"2324","ncbi","2525","Saussurea wardii"
"2325","ncbi","2824",NA
"2326","ncbi","231",NA
"2327","ncbi","1510",NA
"2328","ncbi","1916","Nepeta stewartiana"
"2329","ncbi","1017",NA
"2330","ncbi","2802",NA
"2331","ncbi","1215","Gentiana crassicaulis"
"2332","ncbi","2067","Pedicularis tricolor"
"2333","ncbi","53","Adenophora capillaris"
"2334","ncbi","1790","Mentha canadensis"
"2335","ncbi","926","Dipsacus asperoides"
"2336","ncbi","2247","Potentilla lancinata"
"2337","ncbi","2064","Pedicularis rex"
"2338","ncbi","842","Cynoglossum amabile"
"2339","ncbi","965","Dubyaea bhotanica"
"2340","ncbi","2123","Phlomis tatsienensis"
"2341","ncbi","519","Carduus crispus"
"2342","ncbi","2674","Silene yunnanensis"
"2343","ncbi","292","Aster diplostephioides"
"2344","ncbi","1629","Ligularia cymbulifera"
"2345","ncbi","2275","Primula secundiflora"
"2346","ncbi","2751","Spenceria ramalana"
"2347","ncbi","327",NA
"2348","ncbi","1213",NA
"2349","ncbi","1969","Origanum vulgare"
"2350","ncbi","1183","Galeopsis bifida"
"2351","ncbi","169","Anemone rivularis"
"2352","ncbi","2975","Trollius vaginatus"
"2353","ncbi","837","Cyananthus delavayi"
"2354","ncbi","2319","Pterocephalus hookeri"
"2355","ncbi","2053","Pedicularis cephalantha"
"2356","ncbi","2502","Salvia przewalskii"
"2357","ncbi","1817","Microula sikkimensis"
"2358","ncbi","2218","Bistorta sinomontana"
"2359","ncbi","1232",NA
"2360","ncbi","304","Aster souliei"
"2361","ncbi","307","Aster vestitus"
"2362","ncbi","1122","Euphrasia regelii"
"2363","ncbi","1289","Halenia elliptica"
"2364","ncbi","110","Allium atrosanguineum"
"2365","ncbi","2957",NA
"2366","ncbi","2889","Thalictrum rostellatum"
"2367","ncbi","55","Adenophora khasiana"
"2368","ncbi","2910","Tibetia himalaica"
"2369","ncbi","29","Achillea wilsoniana"
"2370","ncbi","221","Arctium lappa"
"2371","ncbi","2054","Pedicularis densispica"
"2372","ncbi","1359","Herpetospermum pedunculosum"
"2373","ncbi","2055","Pedicularis dichotoma"
"2374","ncbi","1640","Lilium duchartrei"
"2375","ncbi","690","Clematis akebioides"
"2376","ncbi","1266","Pseudognaphalium affine"
"2377","ncbi","1631","Ligularia dictyoneura"
"2378","ncbi","2065","Pedicularis siphonantha"
"2379","ncbi","716","Clinopodium repens"
"2380","ncbi","2121","Phlomis atropurpurea"
"2381","ncbi","1948",NA
"2382","ncbi","98",NA
"2383","ncbi","1684",NA
"2384","ncbi","2567","Schizogyne sericea"
"2385","ncbi","1149","Frankenia laevis"
"2386","ncbi","1112","Euphorbia lamarckii"
"2387","ncbi","2084","Periploca laevigata"
"2388","ncbi","1583",NA
"2389","ncbi","236","Argyranthemum frutescens"
"2390","ncbi","1311",NA
"2391","ncbi","600","Ceropegia fusca"
"2392","ncbi","2522",NA
"2393","ncbi","1688","Lotus sessilifolius"
"2394","ncbi","1905","Asteriscus aquaticus"
"2395","ncbi","2033","Parolinia intermedia"
"2396","ncbi","558","Ceballosia fruticosa"
"2397","ncbi","1581",NA
"2398","ncbi","281",NA
"2399","ncbi","599","Ceropegia dichotoma"
"2400","ncbi","1541","Kickxia scoparia"
"2401","ncbi","337","Azorina vidalii"
"2402","ncbi","619",NA
"2403","ncbi","796","Crithmum maritimum"
"2404","ncbi","1154","Freesia refracta"
"2405","ncbi","2378","Reseda luteola"
"2406","ncbi","2730",NA
"2407","ncbi","2673","Silene vulgaris"
"2408","ncbi","372","Beta vulgaris"
"2409","ncbi","336",NA
"2410","ncbi","2612",NA
"2411","ncbi","2626",NA
"2412","ncbi","2858","Tarasa humilis"
"2413","ncbi","932","Ochetophila nana"
"2414","ncbi","1787","Menonvillea hookeri"
"2415","ncbi","2692","Olsynium junceum"
"2416","ncbi","64",NA
"2417","ncbi","2108","Phacelia secunda"
"2418","ncbi","326","Astragalus nivicola"
"2419","ncbi","1514","Jaborosa laciniata"
"2420","ncbi","1616",NA
"2421","ncbi","1989","Oxalis erythrorrhiza"
"2422","ncbi","1854","Montiopsis gilliesii"
"2423","ncbi","2083","Perezia pilifera"
"2424","ncbi","1668",NA
"2425","ncbi","1435",NA
"2426","ncbi","1013",NA
"2427","ncbi","319","Astragalus cruckshanksii"
"2428","ncbi","447","Calandrinia caespitosa"
"2429","ncbi","3120",NA
"2430","ncbi","556","Causonis japonica"
"2431","ncbi","2296","Prunus tomentosa"
"2432","ncbi","2913","Tilia japonica"
"2433","ncbi","1","Abelia x grandiflora"
"2434","ncbi","367","Berberis thunbergii"
"2435","ncbi","369",NA
"2436","ncbi","1606","Lespedeza thunbergii"
"2437","ncbi","3066","Veronicastrum sibiricum"
"2438","ncbi","1748","Malus halliana"
"2439","ncbi","2130","Photinia glabra"
"2440","ncbi","1680",NA
"2441","ncbi","2396",NA
"2442","ncbi","2842","Syringa vulgaris"
"2443","ncbi","340",NA
"2444","ncbi","1898","Nandina domestica"
"2445","ncbi","2152","Pieris japonica"
"2446","ncbi","491","Campsis grandiflora"
"2447","ncbi","3068","Viburnum dilatatum"
"2448","ncbi","2397",NA
"2449","ncbi","666",NA
"2450","ncbi","1722","Lyonia ovalifolia"
"2451","ncbi","2406","Toxicodendron sylvestre"
"2452","ncbi","2914","Tilia miqueliana"
"2453","ncbi","984","Edgeworthia chrysantha"
"2454","ncbi","3019",NA
"2455","ncbi","683","Citrus tachibana"
"2456","ncbi","3069","Viburnum erosum"
"2457","ncbi","1509","Itea parviflora"
"2458","ncbi","1637","Ligustrum japonicum"
"2459","ncbi","1153","Fraxinus griffithii"
"2460","ncbi","2327","Pyracantha crenulata"
"2461","ncbi","1371","Hibiscus syriacus"
"2462","ncbi","893",NA
"2463","ncbi","990","Elaeagnus multiflora"
"2464","ncbi","2764","Spiraea thunbergii"
"2465","ncbi","2326","Pyracantha angustifolia"
"2466","ncbi","684","Cladrastis sikokiana"
"2467","ncbi","2205",NA
"2468","ncbi","2767","Spiranthes sinensis"
"2469","ncbi","2295",NA
"2470","ncbi","2760","Spiraea blumei"
"2471","ncbi","1988","Oxalis corymbosa"
"2472","ncbi","2809","Stewartia monadelpha"
"2473","ncbi","2395","Rhododendron stenopetalum"
"2474","ncbi","2828",NA
"2475","ncbi","1662","Liriope muscari"
"2476","ncbi","898","Deutzia gracilis"
"2477","ncbi","75",NA
"2478","ncbi","1456","Idesia polycarpa"
"2479","ncbi","1495","Iris pseudacorus"
"2480","ncbi","328","Astragalus sinicus"
"2481","ncbi","3103","Viola mandshurica"
"2482","ncbi","3",NA
"2483","ncbi","901","Deutzia scabra"
"2484","ncbi","2427",NA
"2485","ncbi","2765",NA
"2486","ncbi","651","Cinnamomum camphora"
"2487","ncbi","1085",NA
"2488","ncbi","1144","Forsythia suspensa"
"2489","ncbi","2114","Philadelphus coronarius"
"2490","ncbi","3077","Viburnum suspensum"
"2491","ncbi","1740","Berberis japonica"
"2492","ncbi","2634","Serissa japonica"
"2493","ncbi","1004","Enkianthus perulatus"
"2494","ncbi","479","Camellia sasanqua"
"2495","ncbi","2934","Tradescantia ohiensis"
"2496","ncbi","595","Cercis siliquastrum"
"2497","ncbi","1428","Hypericum patulum"
"2498","ncbi","1139","Fatsia japonica"
"2499","ncbi","2761","Spiraea cantoniensis"
"2500","ncbi","1461","Ilex serrata"
"2501","ncbi","2127","Phlox subulata"
"2502","ncbi","2995","Ulmus davidiana"
"2503","ncbi","473","Calystegia pubescens"
"2504","ncbi","478","Camellia japonica"
"2505","ncbi","768","Coreopsis basalis"
"2506","ncbi","1493","Iris japonica"
"2507","ncbi","702","Clerodendrum trichotomum"
"2508","ncbi","422","Buddleja davidii"
"2509","ncbi","2146","Phytolacca americana"
"2510","ncbi","2270","Prenanthes purpurea"
"2511","ncbi","1108","Euphorbia cyparissias"
"2512","ncbi","190","Anthericum ramosum"
"2513","ncbi","3032","Valeriana tripteris"
"2514","ncbi","511","Cardamine pratensis"
"2515","ncbi","852","Dactylorhiza maculata"
"2516","ncbi","3094","Vincetoxicum hirundinaria"
"2517","ncbi","1614","Leucanthemum adustum"
"2518","ncbi","1567","Laserpitium siler"
"2519","ncbi","1726","Lysimachia nemorum"
"2520","ncbi","834","Cuscuta epithymum"
"2521","ncbi","1391","Hippocrepis comosa"
"2522","ncbi","717","Clinopodium vulgare"
"2523","ncbi","530","Carum carvi"
"2524","ncbi","1173",NA
"2525","ncbi","2844","Syzygium coriaceum"
"2526","ncbi","1167",NA
"2527","ncbi","1548","Labourdonnaisia calophylloides"
"2528","ncbi","1785","Memecylon ovatifolium"
"2529","ncbi","3144","Xylopia lamarckii"
"2530","ncbi","532",NA
"2531","ncbi","468",NA
"2532","ncbi","921","Diospyros revaughanii"
"2533","ncbi","998",NA
"2534","ncbi","2985",NA
"2535","ncbi","2852",NA
"2536","ncbi","2699","Smilax anceps"
"2537","ncbi","1174",NA
"2538","ncbi","809",NA
"2539","ncbi","1172",NA
"2540","ncbi","2298","Psychotria terniflora"
"2541","ncbi","1083",NA
"2542","ncbi","2971",NA
"2543","ncbi","2972","Trochetia blackburniana"
"2544","ncbi","2017","Pandanus barkleyi"
"2545","ncbi","1078","Eugenia orbiculata"
"2546","ncbi","2332",NA
"2547","ncbi","346",NA
"2548","ncbi","1163","Gaertnera petrinensis"
"2549","ncbi","1165",NA
"2550","ncbi","2511","Sanguisorba officinalis"
"2551","ncbi","2490",NA
"2552","ncbi","672",NA
"2553","ncbi","1633","Ligularia japonica"
"2554","ncbi","2","Diabelia serrata"
"2555","ncbi","1196","Galium verum"
"2556","ncbi","627","Chionographis japonica"
"2557","ncbi","3139","Weigela japonica"
"2558","ncbi","3105","Viola orientalis"
"2559","ncbi","240","Arisaema japonicum"
"2560","ncbi","3063","Veronica rotunda"
"2561","ncbi","2762","Spiraea japonica"
"2562","ncbi","1647",NA
"2563","ncbi","176",NA
"2564","ncbi","903","Dianthus superbus"
"2565","ncbi","1706","Luzula capitata"
"2566","ncbi","2743","Sophora flavescens"
"2567","ncbi","1505","Isodon inflexus"
"2568","ncbi","120","Allium thunbergii"
"2569","ncbi","1408","Hydrangea luteovenosa"
"2570","ncbi","1018","Epimedium diphyllum"
"2571","ncbi","1347","Hemerocallis vespertina"
"2572","ncbi","2493",NA
"2573","ncbi","1190","Galium japonicum"
"2574","ncbi","648","Actaea japonica"
"2575","ncbi","2207","Polygonum cuspidatum"
"2576","ncbi","976","Echinops setifer"
"2577","ncbi","1240","Geranium shikokianum"
"2578","ncbi","3088","Vicia unijuga"
"2579","ncbi","1360","Aster hispidus"
"2580","ncbi","2825","Swertia japonica"
"2581","ncbi","1475","Inula japonica"
"2582","ncbi","2398","Rhododendron reticulatum"
"2583","ncbi","1224","Gentiana zollingeri"
"2584","ncbi","2840",NA
"2585","ncbi","2734",NA
"2586","ncbi","1415","Hydrocotyle ramiflora"
"2587","ncbi","2455","Rubus phoenicolasius"
"2588","ncbi","362","Cornus kousa"
"2589","ncbi","2191","Polygala japonica"
"2590","ncbi","2042","Patrinia scabiosifolia"
"2591","ncbi","2393",NA
"2592","ncbi","1411","Hydrangea serrata"
"2593","ncbi","303","Aster scaber"
"2594","ncbi","1497","Iris rossii"
"2595","ncbi","708",NA
"2596","ncbi","582",NA
"2597","ncbi","3025","Valeriana fauriei"
"2598","ncbi","104",NA
"2599","ncbi","2524","Saussurea gracilis"
"2600","ncbi","2526",NA
"2601","ncbi","3101","Viola hondoensis"
"2602","ncbi","2336","Quercus dentata"
"2603","ncbi","175","Angelica cartilaginomarginata"
"2604","ncbi","211","Turritis glabra"
"2605","ncbi","39","Aconitum japonicum"
"2606","ncbi","1476","Inula salicina"
"2607","ncbi","279","Asparagus schoberioides"
"2608","ncbi","1642","Lilium leichtlinii"
"2609","ncbi","1842","Moehringia lateriflora"
"2610","ncbi","919",NA
"2611","ncbi","2568","Hydrangea hydrangeoides"
"2612","ncbi","1279","Grindelia chiloensis"
"2613","ncbi","1955",NA
"2614","ncbi","934","Ochetophila trinervis"
"2615","ncbi","339",NA
"2616","ncbi","2624",NA
"2617","ncbi","1575",NA
"2618","ncbi","1451","Hysterionica jasionoides"
"2619","ncbi","67","Adesmia retrofracta"
"2620","ncbi","246","Arjona patagonica"
"2621","ncbi","2334",NA
"2622","ncbi","1999",NA
"2623","ncbi","1528","Junellia toninii"
"2624","ncbi","2371","Rapistrum rugosum"
"2625","ncbi","2604","Senecio filaginoides"
"2626","ncbi","1940","Oenothera mendocinensis"
"2627","ncbi","2894","Thelesperma megapotamicum"
"2628","ncbi","1877","Mutisia decurrens"
"2629","ncbi","1835",NA
"2630","ncbi","2986","Tussilago farfara"
"2631","ncbi","3059","Veronica officinalis"
"2632","ncbi","310",NA
"2633","ncbi","2720","Soldanella alpina"
"2634","ncbi","1767","Melampyrum sylvaticum"
"2635","ncbi","311",NA
"2636","ncbi","1808","Miconia chamissois"
"2637","ncbi","1457","Ilex affinis"
"2638","ncbi","1000","Emmeorhiza umbellata"
"2639","ncbi","1699","Ludwigia nervosa"
"2640","ncbi","1047",NA
"2641","ncbi","2473","Sagittaria rhombifolia"
"2642","ncbi","2411","Rhynchospora globosa"
"2643","ncbi","2838",NA
"2644","ncbi","273","Cyperus brasiliensis"
"2645","ncbi","3145","Xyris jupicai"
"2646","ncbi","2412","Rhynchospora nervosa"
"2647","ncbi","2682","Sipanea pratensis"
"2648","ncbi","973","Echinodorus longipetalus"
"2649","ncbi","2413","Rhynchospora robusta"
"2650","ncbi","709",NA
"2651","ncbi","559","Cecropia pachystachya"
"2652","ncbi","633","Chromolaena maximilianii"
"2653","ncbi","916","Diodella radula"
"2654","ncbi","2316",NA
"2655","ncbi","5",NA
"2656","ncbi","995",NA
"2657","ncbi","1305","Hedyosmum brasiliense"
"2658","ncbi","31","Achyrocline alata"
"2659","ncbi","2848","Syzygium venosum"
"2660","ncbi","128","Alstroemeria aurea"
"2661","ncbi","2970","Tristerix corymbosus"
"2662","ncbi","841","Diplolepis diemii"
"2663","ncbi","2416","Ribes magellanicum"
"2664","ncbi","3084","Vicia nigricans"
"2665","ncbi","2565",NA
"2666","ncbi","244","Aristotelia chilensis"
"2667","ncbi","2843","Syzygium commersonii"
"2668","ncbi","1168",NA
"2669","ncbi","2847",NA
"2670","ncbi","3149",NA
"2671","ncbi","2429","Rosa eglanteria"
"2672","ncbi","456","Calceolaria crenatiflora"
"2673","ncbi","1241","Geranium sibiricum"
"2674","ncbi","2241","Dasiphora fruticosa"
"2675","ncbi","2863","Taraxacum mongolicum"
"2676","ncbi","1352","Heracleum candicans"
"2677","ncbi","1915","Nepeta laevigata"
"2678","ncbi","472","Calystegia hederacea"
"2679","ncbi","170","Anemone rupestris"
"2680","ncbi","1593","Leontopodium andersonii"
"2681","ncbi","2581",NA
"2682","ncbi","954","Draba yunnanensis"
"2683","ncbi","166","Anemone demissa"
"2684","ncbi","2059","Pedicularis longiflora"
"2685","ncbi","997","Elsholtzia densa"
"2686","ncbi","2663","Silene chungtienensis"
"2687","ncbi","1857","Morina nepalensis"
"2688","ncbi","714","Clinopodium megalanthum"
"2689","ncbi","2772","Stachys kouyangensis"
"2690","ncbi","3099","Viola delavayi"
"2691","ncbi","1469","Incarvillea zhongdianensis"
"2692","ncbi","2498","Salvia flava"
"2693","ncbi","2803","Stellera chamaejasme"
"2694","ncbi","163","Androsace spinulifera"
"2695","ncbi","2976","Trollius yunnanensis"
"2696","ncbi","2365",NA
"2697","ncbi","3085","Vicia nummularia"
"2698","ncbi","1498","Iris ruthenica"
"2699","ncbi","43","Aconitum piepunense"
"2700","ncbi","2060",NA
"2701","ncbi","1295","Harungana madagascariensis"
"2702","ncbi","1170",NA
"2703","ncbi","3142","Wikstroemia indica"
"2704","ncbi","1348","Hemisteptia lyrata"
"2705","ncbi","2435","Rosa soulieana"
"2706","ncbi","2160",NA
"2707","ncbi","957","Dracocephalum forrestii"
"2708","ncbi","2898","Thlaspi arvense"
"2709","ncbi","2763","Spiraea myrtilloides"
"2710","ncbi","1212","Gentiana atuntsiensis"
"2711","ncbi","872","Delphinium delavayi"
"2712","ncbi","1635","Ligularia tsangchanensis"
"2713","ncbi","113","Allium macranthum"
"2714","ncbi","1175",NA
"2715","ncbi","1844",NA
"2716","ncbi","1166",NA
"2717","ncbi","59",NA
"2718","ncbi","2690","Sisyrinchium arenarium"
"2719","ncbi","2401","Rhodophiala montana"
"2720","ncbi","2770",NA
"2721","ncbi","1737","Madia sativa"
"2722","ncbi","1667","Loasa heterophylla"
"2723","ncbi","350","Anemone chilensis"
"2724","ncbi","2601",NA
"2725","ncbi","365","Berberis empetrifolia"
"2726","ncbi","2981","Tropaeolum tricolor"
"2727","ncbi","2603",NA
"2728","ncbi","2082","Perezia carthamoides"
"2729","ncbi","66",NA
"2730","ncbi","446","Calandrinia affinis"
"2731","ncbi","2693",NA
"2732","ncbi","1114","Euphorbia portulacoides"
"2733","ncbi","61",NA
"2734","ncbi","2337",NA
"2735","ncbi","1620","Leucocoryne pauciflora"
"2736","ncbi","3027",NA
"2737","ncbi","62","Adesmia exilis"
"2738","ncbi","1901","Nassauvia heterophylla"
"2739","ncbi","510","Macropodium nivale"
"2740","ncbi","1437",NA
"2741","ncbi","320","Astragalus curvicaulis"
"2742","ncbi","2605",NA
"2743","ncbi","1669",NA
"2744","ncbi","156","Anarthrophyllum cumingii"
"2745","ncbi","2718",NA
"2746","ncbi","605","Chaetanthera euphrasioides"
"2747","ncbi","2587",NA
"2748","ncbi","453",NA
"2749","ncbi","2566","Schizanthus grahamii"
"2750","ncbi","3044",NA
"2751","ncbi","2513","Sanicula graveolens"
"2752","ncbi","457",NA
"2753","ncbi","1293",NA
"2754","ncbi","1867","Azorella prolifera"
"2755","ncbi","1744",NA
"2756","ncbi","58",NA
"2757","ncbi","1874",NA
"2758","ncbi","2980","Tropaeolum sessilifolium"
"2759","ncbi","366","Berberis montana"
"2760","ncbi","608","Chaetanthera microphylla"
"2761","ncbi","129","Alstroemeria pallida"
"2762","ncbi","3124","Viviania marifolia"
"2763","ncbi","458",NA
"2764","ncbi","65",NA
"2765","ncbi","646","Chuquiraga oppositifolia"
"2766","ncbi","1875",NA
"2767","ncbi","1985","Oxalis cinerea"
"2768","ncbi","1617",NA
"2769","ncbi","2978",NA
"2770","ncbi","1899","Nardophyllum lanatum"
"2771","ncbi","452",NA
"2772","ncbi","1876",NA
"2773","ncbi","1292",NA
"2774","ncbi","329",NA
"2775","ncbi","2876","Tetraglochin alata"
"2776","ncbi","2494",NA
"2777","ncbi","314",NA
"2778","ncbi","1997",NA
"2779","ncbi","2969","Tristagma sessile"
"2780","ncbi","1991",NA
"2781","ncbi","1619","Leucocoryne ixioides"
