Order_all,Family_all,Genus_all,Species_all,subspecies,species_geonet,,,,,,,,,,,,,,,,,,,,
Asterales,NA,NA,NA,,Croton sp2,,,,,,,,,,,,,,,,,,,,
NA,NA,NA,NA,,Ichthyothere sp1,,,,,,,,,,,,,,,,,,,,
NA,NA,NA,NA,,Evolvulus sp 3,,,,,,,,,,,,,,,,,,,,
NA,Lamiaceae,Hyptis,Hyptis villosa,Hyptis villosa,,,,,,,,,,,,,,,,,,,,,
Lamiales,NA,NA,NA,,Serjania sp,,,,,,,,,,,,,,,,,,,,
NA,Euphorbiaceae,Euphorbia,Euphorbia potentilloides,Euphorbia potentilloides,,,,,,,,,,,,,,,,,,,,,
Malpighiales,Amaranthaceae,Gomphrena,Gomphrena macrocephala,Gomphrena macrocephala,,,,,,,,,,,,,,,,,,,,,
Caryophyllales,Burseraceae,Protium,Protium ovatum,Protium ovatum,,,,,,,,,,,,,,,,,,,,,
Sapindales,Asteraceae,Lessingianthus,Lessingianthus bardanoides,Lessingianthus bardanoides,,,,,,,,,,,,,,,,,,,,,
Asterales,NA,NA,NA,,Vernonia sp1,,,,,,,,,,,,,,,,,,,,
NA,NA,NA,NA,,Chromolaena sp 2,,,,,,,,,,,,,,,,,,,,
NA,Asteraceae,Praxelis,Praxelis clematidea,Praxelis clematidea,,,,,,,,,,,,,,,,,,,,,
Asterales,Lythraceae,Cuphea,Cuphea linarioides,Cuphea linarioides,,,,,,,,,,,,,,,,,,,,,
Myrtales,Asteraceae,Piptocarpha,Piptocarpha rotundifolia,Piptocarpha rotundifolia,,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Eremanthus,Eremanthus mattogrossensis,Eremanthus mattogrossensis,,,,,,,,,,,,,,,,,,,,,
Asterales,Euphorbiaceae,Croton,Croton siderophyllus,Croton siderophyllus,,,,,,,,,,,,,,,,,,,,,
Malpighiales,Asteraceae,Riencourtia,Riencourtia oblongifolia,Riencourtia oblongifolia,,,,,,,,,,,,,,,,,,,,,
Asterales,Ebenaceae,Diospyros,Diospyros hispida,Diospyros hispida,,,,,,,,,,,,,,,,,,,,,
Ericales,Lamiaceae,Hyptis,Hyptis alutacea,Hyptis alutacea,,,,,,,,,,,,,,,,,,,,,
Lamiales,NA,NA,NA,,Chromolaena sp 3,,,,,,,,,,,,,,,,,,,,
NA,NA,NA,NA,,Calea sp 1,,,,,,,,,,,,,,,,,,,,
NA,Apocynaceae,Mandevilla,Mandevilla pohliana,Mandevilla pohliana,,,,,,,,,,,,,,,,,,,,,
Gentianales,Bignoniaceae,Anemopaegma,Anemopaegma acutifolium,Anemopaegma acutifolium,,,,,,,,,,,,,,,,,,,,,
Lamiales,Asteraceae,Elephantopus,Elephantopus micropappus,Elephantopus micropappus,,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Praxelis,Praxelis kleinioides,Praxelis kleinioides,,,,,,,,,,,,,,,,,,,,,
Asterales,Lamiaceae,Cyanocephalus,Cyanocephalus caprariifolius,Hyptis caprariifolia,,,,,,,,,,,,,,,,,,,,,
Lamiales,Annonaceae,Duguetia,Duguetia furfuracea,Duguetia furfuracea,,,,,,,,,,,,,,,,,,,,,
Magnoliales,Fabaceae,Mimosa,Mimosa hebecarpa,Mimosa hebecarpa,,,,,,,,,,,,,,,,,,,,,
Fabales,NA,NA,NA,,Aspilia sp 2,,,,,,,,,,,,,,,,,,,,
NA,NA,NA,NA,,Turnera sp,,,,,,,,,,,,,,,,,,,,
NA,Melastomataceae,Siphanthera,Siphanthera cordata,Siphanthera cordata,,,,,,,,,,,,,,,,,,,,,
Myrtales,Asteraceae,Viguiera,Viguiera grandiflora,Viguiera grandiflora,,,,,,,,,,,,,,,,,,,,,
Asterales,Salicaceae,Casearia,Casearia decandra,Casearia decandra,,,,,,,,,,,,,,,,,,,,,
Malpighiales,Asteraceae,Chrysolaena,Chrysolaena desertorum,Chrysolaena desertorum,,,,,,,,,,,,,,,,,,,,,
Asterales,Orobanchaceae,Buchnera,Buchnera lavandulacea,Buchnera lavandulacea,,,,,,,,,,,,,,,,,,,,,
Lamiales,Malpighiaceae,Heteropterys,Heteropterys campestris,Heteropterys campestris,,,,,,,,,,,,,,,,,,,,,
Malpighiales,Malvaceae,Waltheria,Waltheria communis,Waltheria communis,,,,,,,,,,,,,,,,,,,,,
Malvales,Asteraceae,Campuloclinium,Campuloclinium megacephalum,Eupatorium megacephalum,,,,,,,,,,,,,,,,,,,,,
Asterales,NA,NA,NA,,Ipomoea sp,,,,,,,,,,,,,,,,,,,,
NA,Apocynaceae,Rauvolfia,Rauvolfia weddelliana,Rauvolfia weddelliana,,,,,,,,,,,,,,,,,,,,,
Gentianales,Fabaceae,Dalbergia,Dalbergia cuiabensis,Dalbergia cuiabensis,,,,,,,,,,,,,,,,,,,,,
Fabales,Asteraceae,Chromolaena,Chromolaena maximilianii,Chromolaena aff maximilianii,,,,,,,,,,,,,,,,,,,,,
Asterales,Erythroxylaceae,Erythroxylum,Erythroxylum amazonicum,Erythroxylum amazonicum,,,,,,,,,,,,,,,,,,,,,
Malpighiales,Myrtaceae,Myrcia,Myrcia bella,,Myrcia bella,,,,,,,,,,,,,,,,,,,,
Myrtales,Asteraceae,Chromolaena,Chromolaena leucocephala,Chromolaena leucocephala,,,,,,,,,,,,,,,,,,,,,
Asterales,NA,NA,NA,,Dimerostemma sp,,,,,,,,,,,,,,,,,,,,
NA,Asteraceae,Dimerostemma,Dimerostemma asperatum,Dimerostemma asperatum,,,,,,,,,,,,,,,,,,,,,
Asterales,Fabaceae,Stryphnodendron,Stryphnodendron obovatum,Stryphnodendron obovatum,,,,,,,,,,,,,,,,,,,,,
Fabales,Lamiaceae,Peltodon,Peltodon pusillus,Peltodon pusillus,,,,,,,,,,,,,,,,,,,,,
Lamiales,NA,NA,NA,,Hyptis sp1,,,,,,,,,,,,,,,,,,,,
NA,Asteraceae,Calea,Calea cuneifolia,Calea cuneifolia,,,,,,,,,,,,,,,,,,,,,
Asterales,Vochysiaceae,Vochysia,Vochysia thyrsoidea,Vochysia thyrsoidea,,,,,,,,,,,,,,,,,,,,,
Fabales,NA,NA,NA,,Ichthyothere sp2,,,,,,,,,,,,,,,,,,,,
NA,Myrtaceae,Campomanesia,Campomanesia adamantium,Campomanesia adamantium,,,,,,,,,,,,,,,,,,,,,
Myrtales,Asteraceae,Lessingianthus,Lessingianthus virgulatus,Lessingianthus virgulatus,,,,,,,,,,,,,,,,,,,,,
Asterales,Gentianaceae,Deianira,Deianira pallescens,Deianira pallescens,,,,,,,,,,,,,,,,,,,,,
Gentianales,Fabaceae,Mimosa,Mimosa dolens,Mimosa dolens,,,,,,,,,,,,,,,,,,,,,
Fabales,Myrtaceae,Campomanesia,Campomanesia sessiliflora,Campomanesia sessiliflora,,,,,,,,,,,,,,,,,,,,,
Myrtales,NA,NA,NA,,Hyptis sp3,,,,,,,,,,,,,,,,,,,,
NA,Vitaceae,Cissus,Cissus erosa,,Cissus erosa,,,,,,,,,,,,,,,,,,,,
Vitales,Fabaceae,Mimosa,Mimosa claussenii,Mimosa claussenii,,,,,,,,,,,,,,,,,,,,,
Fabales,Euphorbiaceae,Croton,Croton agoensis,Croton agoensis,,,,,,,,,,,,,,,,,,,,,
Malpighiales,Sapotaceae,Pouteria,Pouteria torta,Pouteria torta,,,,,,,,,,,,,,,,,,,,,
Ericales,Polygalaceae,Polygala,Polygala rhodoptera,Polygala rhodoptera,,,,,,,,,,,,,,,,,,,,,
Fabales,NA,NA,NA,,Evolvulus sp 2,,,,,,,,,,,,,,,,,,,,
NA,Dilleniaceae,Davilla,Davilla elliptica,Davilla elliptica,,,,,,,,,,,,,,,,,,,,,
Dilleniales,NA,NA,NA,,Myrcia sp 3,,,,,,,,,,,,,,,,,,,,
NA,Fabaceae,Mimosa,Mimosa xanthocentra,Mimosa xanthocentra,,,,,,,,,,,,,,,,,,,,,
Fabales,Rubiaceae,Sipanea,Sipanea hispida,Sipanea hispida,,,,,,,,,,,,,,,,,,,,,
Gentianales,Annonaceae,Annona,Annona tomentosa,Annona tomentosa,,,,,,,,,,,,,,,,,,,,,
Magnoliales,Lamiaceae,Rhabdocaulon,Rhabdocaulon stenodontum,Rhabdocaulon stenodontum,,,,,,,,,,,,,,,,,,,,,
Lamiales,NA,NA,NA,,Hyptis sp 6,,,,,,,,,,,,,,,,,,,,
NA,Fabaceae,Mimosa,Mimosa gemmulata,Mimosa gemmulata,,,,,,,,,,,,,,,,,,,,,
Fabales,Menispermaceae,Cissampelos,Cissampelos ovalifolia,Cissampelos ovalifolia,,,,,,,,,,,,,,,,,,,,,
Ranunculales,Celastraceae,Tontelea,Tontelea micrantha,Tontelea micrantha,,,,,,,,,,,,,,,,,,,,,
Celastrales,Myrtaceae,Myrcia,Myrcia torta,,Myrcia torta,,,,,,,,,,,,,,,,,,,,
Myrtales,NA,NA,NA,,Psidium sp 2,,,,,,,,,,,,,,,,,,,,
NA,Ochnaceae,Ouratea,Ouratea floribunda,Ouratea floribunda,,,,,,,,,,,,,,,,,,,,,
Malpighiales,Fabaceae,Desmodium,Desmodium barbatum,Desmodium barbatum,,,,,,,,,,,,,,,,,,,,,
Fabales,Rubiaceae,Ixora,Ixora parviflora,Myonima violacea,,,,,,,,,,,,,,,,,,,,,
Gentianales,Myrtaceae,Psidium,Psidium cattleyanum,Psidium cattleianum,,,,,,,,,,,,,,,,,,,,,
Myrtales,Euphorbiaceae,Homalanthus,Homalanthus populifolius,Homalanthus populifolius,,,,,,,,,,,,,,,,,,,,,
Malpighiales,Ranunculaceae,Aconitum,Aconitum napellus,Aconitum napellus,,,,,,,,,,,,,,,,,,,,,
Ranunculales,Asteraceae,Homogyne,Homogyne alpina,Homogyne alpina,,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Homogyne,Homogyne alpina,Homogyne alpina,,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Homogyne,Homogyne alpina,Homogyne alpina,,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Adenostyles,Adenostyles alliariae,Adenostyles alliariae,,,,,,,,,,,,,,,,,,,,,
Asterales,Ranunculaceae,Ranunculus,Ranunculus alpestris,Ranunculus alpestris,,,,,,,,,,,,,,,,,,,,,
Ranunculales,Caprifoliaceae,Knautia,Knautia dipsacifolia,Knautia dipsacifolia,,,,,,,,,,,,,,,,,,,,,
Dipsacales,Cistaceae,Helianthemum,Helianthemum oelandicum,alpestris,Helianthemum alpestre,,,,,,,,,,,,,,,,,,,,
Malvales,Apiaceae,Aethusa,Aethusa cynapium,Aethusa cynapium,,,,,,,,,,,,,,,,,,,,,
Apiales,Asteraceae,Crepis,Crepis capillaris,Crepis capillaris,,,,,,,,,,,,,,,,,,,,,
Asterales,Ranunculaceae,Clematis,Clematis vitalba,Clematis vitalba,,,,,,,,,,,,,,,,,,,,,
Ranunculales,Rosaceae,Agrimonia,Agrimonia eupatoria,Agrimonia eupatoria,,,,,,,,,,,,,,,,,,,,,
Rosales,Onagraceae,Chamaenerion,Chamaenerion angustifolium,Chamerion angustifolium,,,,,,,,,,,,,,,,,,,,,
Myrtales,Asteraceae,Scorzoneroides,Scorzoneroides autumnalis,Leontodon autumnalis,,,,,,,,,,,,,,,,,,,,,
Asterales,Rosaceae,Rubus,Rubus plicatus,Rubus fruticosus,,,,,,,,,,,,,,,,,,,,,
Rosales,Asteraceae,Leontodon,Leontodon saxatilis,Leontodon saxatilis,,,,,,,,,,,,,,,,,,,,,
Asterales,Caprifoliaceae,Valeriana,Valeriana saxatilis,Valeriana saxatilis,,,,,,,,,,,,,,,,,,,,,
Dipsacales,Campanulaceae,Campanula,Campanula cochleariifolia,Campanula cochleariifolia,,,,,,,,,,,,,,,,,,,,,
Asterales,Saxifragaceae,Saxifraga,Saxifraga caesia,Saxifraga caesia,,,,,,,,,,,,,,,,,,,,,
Saxifragales,NA,NA,NA,,Asteraceae sp 2,,,,,,,,,,,,,,,,,,,,
NA,Gentianaceae,Gentianopsis,Gentianopsis ciliata,Gentianella ciliata,,,,,,,,,,,,,,,,,,,,,
Gentianales,Ericaceae,Erica,Erica carnea,,Erica carnea,,,,,,,,,,,,,,,,,,,,
Ericales,Asteraceae,Chlorocrepis,Chlorocrepis staticifolia,Tolpis staticifolia,,,,,,,,,,,,,,,,,,,,,
Asterales,Plantaginaceae,Globularia,Globularia cordifolia,Globularia cordifolia,,,,,,,,,,,,,,,,,,,,,
Lamiales,Asteraceae,Hieracium,Hieracium bifidum,Hieracium bifidum,,,,,,,,,,,,,,,,,,,,,
Asterales,Gentianaceae,Gentiana,Gentiana verna,Gentiana verna,,,,,,,,,,,,,,,,,,,,,
Gentianales,Asteraceae,Hieracium,Hieracium glaucum,Hieracium glaucum,,,,,,,,,,,,,,,,,,,,,
Asterales,Polygalaceae,Polygala,Polygala chamaebuxus,Polygala chamaebuxus,,,,,,,,,,,,,,,,,,,,,
Fabales,Tofieldiaceae,Tofieldia,Tofieldia calyculata,Tofieldia calyculata,,,,,,,,,,,,,,,,,,,,,
Alismatales,Apiaceae,Anthriscus,Anthriscus nitida,Anthriscus nitidus,,,,,,,,,,,,,,,,,,,,,
Apiales,Caprifoliaceae,Valeriana,Valeriana montana,Valeriana montana,,,,,,,,,,,,,,,,,,,,,
Dipsacales,NA,NA,NA,,Vernonia sp1 M PL 041,,,,,,,,,,,,,,,,,,,,
NA,Fabaceae,Chamaecrista,Chamaecrista glandulosa,Chamaecrista glandulosa,,,,,,,,,,,,,,,,,,,,,
Fabales,Rubiaceae,Guettarda,Guettarda scabra,Guettarda scabra,,,,,,,,,,,,,,,,,,,,,
Gentianales,Cordiaceae,Cordia,Cordia martinicensis,Cordia martinicensis,,,,,,,,,,,,,,,,,,,,,
Boraginales,Euphorbiaceae,Croton,Croton flavens,Croton flavens,,,,,,,,,,,,,,,,,,,,,
Malpighiales,Asteraceae,Wedelia,Wedelia fruticosa,Wedelia calycina,,,,,,,,,,,,,,,,,,,,,
Asterales,NA,NA,NA,,Cordia sp1 M PL 041,,,,,,,,,,,,,,,,,,,,
NA,Asteraceae,Sphagneticola,Sphagneticola trilobata,Wedelia trilobata,,,,,,,,,,,,,,,,,,,,,
Asterales,Convolvulaceae,Ipomoea,Ipomoea tiliacea,Ipomoea tiliacea,,,,,,,,,,,,,,,,,,,,,
Solanales,Lamiaceae,Cornutia,Cornutia pyramidata,Cornutia pyramidata,,,,,,,,,,,,,,,,,,,,,
Lamiales,Fabaceae,Mimosa,Mimosa casta,Mimosa casta,,,,,,,,,,,,,,,,,,,,,
Fabales,NA,NA,NA,,Unidentified sp21 M PL 041,,,,,,,,,,,,,,,,,,,,
NA,Melastomataceae,Miconia,Miconia striata,Miconia striata,,,,,,,,,,,,,,,,,,,,,
Myrtales,NA,NA,NA,,Coccoloba sp1 M PL 041,,,,,,,,,,,,,,,,,,,,
NA,Acanthaceae,Odontonema,Odontonema nitidum,Odontonema nitidum,,,,,,,,,,,,,,,,,,,,,
Lamiales,Fabaceae,Calliandra,Calliandra tergemina,Calliandra tergemina,,,,,,,,,,,,,,,,,,,,,
Fabales,Verbenaceae,Lantana,Lantana involucrata,Lantana involucrata,,,,,,,,,,,,,,,,,,,,,
Lamiales,Oxalidaceae,Oxalis,Oxalis frutescens,Oxalis frutescens,,,,,,,,,,,,,,,,,,,,,
Oxalidales,Onagraceae,Ludwigia,Ludwigia octovalvis,Ludwigia octovalvis,,,,,,,,,,,,,,,,,,,,,
Myrtales,Rubiaceae,Palicourea,Palicourea crocea,Palicourea crocea,,,,,,,,,,,,,,,,,,,,,
Gentianales,Rubiaceae,Gonzalagunia,Gonzalagunia hirsuta,Gonzalagunia hirsuta,,,,,,,,,,,,,,,,,,,,,
Gentianales,Malpighiaceae,Byrsonima,Byrsonima spicata,Byrsonima spicata,,,,,,,,,,,,,,,,,,,,,
Malpighiales,Thymelaeaceae,Daphnopsis,Daphnopsis americana,Daphnopsis americana,,,,,,,,,,,,,,,,,,,,,
Malvales,Fabaceae,Centrosema,Centrosema virginianum,Centrosema virginianum,,,,,,,,,,,,,,,,,,,,,
Fabales,Fabaceae,Desmodium,Desmodium adscendens,Desmodium adscendens,,,,,,,,,,,,,,,,,,,,,
Fabales,Oxalidaceae,Oxalis,Oxalis barrelieri,Oxalis barrelieri,,,,,,,,,,,,,,,,,,,,,
Oxalidales,Melastomataceae,Tetrazygia,Tetrazygia angustifolia,Tetrazygia angustifolia,,,,,,,,,,,,,,,,,,,,,
Myrtales,Malpighiaceae,Stigmaphyllon,Stigmaphyllon diversifolium,Stigmaphyllon diversifolium,,,,,,,,,,,,,,,,,,,,,
Malpighiales,Amaranthaceae,Philoxerus,Philoxerus vermicularis,Philoxerus vermicularis,,,,,,,,,,,,,,,,,,,,,
Caryophyllales,Rubiaceae,Morinda,Morinda royoc,Morinda royoc,,,,,,,,,,,,,,,,,,,,,
Gentianales,Burseraceae,Bursera,Bursera simaruba,Bursera simaruba,,,,,,,,,,,,,,,,,,,,,
Sapindales,Euphorbiaceae,Argythamnia,Argythamnia candicans,Argythamnia candicans,,,,,,,,,,,,,,,,,,,,,
Malpighiales,Combretaceae,Conocarpus,Conocarpus erectus,Conocarpus erectus,,,,,,,,,,,,,,,,,,,,,
Myrtales,Asteraceae,Cyanthillium,Cyanthillium cinereum,Vernonia cinerea,,,,,,,,,,,,,,,,,,,,,
Asterales,Ehretiaceae,Ehretia,Ehretia tinifolia,Ehretia tinifolia,,,,,,,,,,,,,,,,,,,,,
Boraginales,Vitaceae,Cissus,Cissus verticillata,Cissus sicycoides,,,,,,,,,,,,,,,,,,,,,
Vitales,Convolvulaceae,Evolvulus,Evolvulus nummularius,Evolvulus nummularius,,,,,,,,,,,,,,,,,,,,,
Solanales,Asteraceae,Spilanthes,Spilanthes urens,Spilanthes urens,,,,,,,,,,,,,,,,,,,,,
Asterales,Passifloraceae,Turnera,Turnera ulmifolia,Turnera ulmifolia,,,,,,,,,,,,,,,,,,,,,
Malpighiales,Convolvulaceae,Ipomoea,Ipomoea indica,Ipomoea acuminata,,,,,,,,,,,,,,,,,,,,,
Solanales,NA,NA,NA,,Cassia sp1 M PL 035,,,,,,,,,,,,,,,,,,,,
NA,Fabaceae,Piscidia,Piscidia piscipula,Piscidia piscipula,,,,,,,,,,,,,,,,,,,,,
Fabales,Rubiaceae,Spermacoce,Spermacoce laevis,Borreria laevis,,,,,,,,,,,,,,,,,,,,,
Gentianales,Malvaceae,Melochia,Melochia nodiflora,Melochia nodiflora,,,,,,,,,,,,,,,,,,,,,
Malvales,Convolvulaceae,Camonea,Camonea umbellata,Merremia umbellata,,,,,,,,,,,,,,,,,,,,,
Solanales,Asteraceae,Mikania,Mikania micrantha,Mikania micrantha,,,,,,,,,,,,,,,,,,,,,
Asterales,Cordiaceae,Cordia,Cordia gerascanthus,Cordia gerascanthus,,,,,,,,,,,,,,,,,,,,,
Boraginales,Fabaceae,Indigofera,Indigofera tinctoria,Indigofera tinctoria,,,,,,,,,,,,,,,,,,,,,
Fabales,Fabaceae,Crotalaria,Crotalaria verrucosa,Crotalaria verrucosa,,,,,,,,,,,,,,,,,,,,,
Fabales,Acanthaceae,Ruellia,Ruellia blechum,Blechum pyramidatum,,,,,,,,,,,,,,,,,,,,,
Lamiales,Verbenaceae,Stachytarpheta,Stachytarpheta jamaicensis,NA,Stachytarpheta jamaicensis,,,,,,,,,,,,,,,,,,,,
Lamiales,Asteraceae,Chromolaena,Chromolaena odorata,Eupatorium odoratum,,,,,,,,,,,,,,,,,,,,,
Asterales,Acanthaceae,Thunbergia,Thunbergia fragrans,Thunbergia fragrans,,,,,,,,,,,,,,,,,,,,,
Lamiales,Solanaceae,Solanum,Solanum havanense,Solanum havanense,,,,,,,,,,,,,,,,,,,,,
Solanales,Malpighiaceae,Bunchosia,Bunchosia nitida,Bunchosia media,,,,,,,,,,,,,,,,,,,,,
Malpighiales,Boraginaceae,Cordia,Cordia bullata,globosa,Cordia globosa,,,,,,,,,,,,,,,,,,,,
Boraginales,Cordiaceae,Cordia,Cordia sebestena,Cordia sebestena,,,,,,,,,,,,,,,,,,,,,
Boraginales,Fabaceae,Senna,Senna occidentalis,Cassia occidentalis,,,,,,,,,,,,,,,,,,,,,
Fabales,Amaranthaceae,Alternanthera,Alternanthera ficoidea,Alternanthera ficoidea,,,,,,,,,,,,,,,,,,,,,
Caryophyllales,Apocynaceae,Sarcostemma,Sarcostemma clausum,Sarcostemma clausum,,,,,,,,,,,,,,,,,,,,,
Gentianales,Solanaceae,Physalis,Physalis angulata,Physalis angulata,,,,,,,,,,,,,,,,,,,,,
Solanales,Apocynaceae,Pentalinon,Pentalinon luteum,Urechites lutea,,,,,,,,,,,,,,,,,,,,,
Gentianales,Euphorbiaceae,Euphorbia,Euphorbia heterophylla,Euphorbia heterophylla,,,,,,,,,,,,,,,,,,,,,
Malpighiales,Boraginaceae,Cordia,Cordia brownei,Cordia brownei,,,,,,,,,,,,,,,,,,,,,
Boraginales,Solanaceae,Solanum,Solanum erianthum,Solanum erianthum,,,,,,,,,,,,,,,,,,,,,
Solanales,Apocynaceae,Asclepias,Asclepias curassavica,Ascleptas curassavica,,,,,,,,,,,,,,,,,,,,,
Gentianales,Ehretiaceae,Bourreria,Bourreria succulenta,Bourreria succulenta,,,,,,,,,,,,,,,,,,,,,
Boraginales,Solanaceae,Solanum,Solanum torvum,Solanum torvum,,,,,,,,,,,,,,,,,,,,,
Solanales,Fabaceae,Bauhinia,Bauhinia divaricata,Bauhinia divaricata,,,,,,,,,,,,,,,,,,,,,
Fabales,Primulaceae,Jacquinia,Jacquinia arborea,Jacquinia arborea,,,,,,,,,,,,,,,,,,,,,
Ericales,Capparaceae,Capparis,Capparis ferruginea,Capparis ferruginea,,,,,,,,,,,,,,,,,,,,,
Brassicales,Orchidaceae,Broughtonia,Broughtonia sanguinea,Broughtonia sanguinea,,,,,,,,,,,,,,,,,,,,,
Asparagales,Acanthaceae,Avicennia,Avicennia germinans,Avicennia germinans,,,,,,,,,,,,,,,,,,,,,
Lamiales,Scrophulariaceae,Capraria,Capraria biflora,Capraria biflora,,,,,,,,,,,,,,,,,,,,,
Lamiales,Euphorbiaceae,Euphorbia,Euphorbia hyssopifolia,Euphorbia hyssopifolia,,,,,,,,,,,,,,,,,,,,,
Malpighiales,Malpighiaceae,Byrsonima,Byrsonima coriacea,Byrsonia coriacea,,,,,,,,,,,,,,,,,,,,,
Malpighiales,Malvaceae,Guazuma,Guazuma ulmifolia,Guazuma ulmifolia,,,,,,,,,,,,,,,,,,,,,
Malvales,Aizoaceae,Sesuvium,Sesuvium portulacastrum,Sesuvium portulacastrum,,,,,,,,,,,,,,,,,,,,,
Caryophyllales,Malpighiaceae,Malpighia,Malpighia glabra,Malpighia glabra,,,,,,,,,,,,,,,,,,,,,
Malpighiales,Fabaceae,Mimosa,Mimosa pudica,Mimosa pudica,,,,,,,,,,,,,,,,,,,,,
Fabales,Apocynaceae,Rhabdadenia,Rhabdadenia biflora,Rhabdadenia biflora,,,,,,,,,,,,,,,,,,,,,
Gentianales,Verbenaceae,Phyla,Phyla nodiflora,Lippia nodiflora,,,,,,,,,,,,,,,,,,,,,
Lamiales,Sapindaceae,Paullinia,Paullinia pinnata,Paullinia pinnata,,,,,,,,,,,,,,,,,,,,,
Sapindales,Cabombaceae,Cabomba,Cabomba furcata,Cabomba furcata,,,,,,,,,,,,,,,,,,,,,
Nymphaeales,Malvaceae,Melochia,Melochia parvifolia,Melochia parvifolia,,,,,,,,,,,,,,,,,,,,,
Malvales,Alismataceae,Echinodorus,Echinodorus grandiflorus,Echinodorus grandiflorus,,,,,,,,,,,,,,,,,,,,,
Alismatales,Euphorbiaceae,Acalypha,Acalypha communis,Acalypha communis,,,,,,,,,,,,,,,,,,,,,
Malpighiales,Lamiaceae,Hyptis,Hyptis lappacea,Hyptis lappacea,,,,,,,,,,,,,,,,,,,,,
Lamiales,Bignoniaceae,Handroanthus,Handroanthus aureus,Tabebuia aurea,,,,,,,,,,,,,,,,,,,,,
Lamiales,Convolvulaceae,Ipomoea,Ipomoea carnea,Ipomoea carnea,,,,,,,,,,,,,,,,,,,,,
Solanales,Onagraceae,Ludwigia,Ludwigia lagunae,Ludwigia lagunae,,,,,,,,,,,,,,,,,,,,,
Myrtales,Pontederiaceae,Eichhornia,Eichhornia azurea,Eichhornia azurea,,,,,,,,,,,,,,,,,,,,,
Commelinales,Malvaceae,Melochia,Melochia simplex,Melochia simplex,,,,,,,,,,,,,,,,,,,,,
Malvales,NA,NA,NA,,Myrtaceae,,,,,,,,,,,,,,,,,,,,
NA,Apocynaceae,Funastrum,Funastrum clausum,Funastrum clausum,,,,,,,,,,,,,,,,,,,,,
Gentianales,Annonaceae,Annona,Annona nutans,Annona nutans,,,,,,,,,,,,,,,,,,,,,
Magnoliales,Vitaceae,Cissus,Cissus spinosa,Cissus spinosa,,,,,,,,,,,,,,,,,,,,,
Vitales,Pontederiaceae,Eichhornia,Eichhornia crassipes,Eichhornia crassipes,,,,,,,,,,,,,,,,,,,,,
Commelinales,Rubiaceae,Richardia,Richardia grandiflora,Richardia grandiflora,,,,,,,,,,,,,,,,,,,,,
Gentianales,Rubiaceae,Borreria,Borreria eryngioides,Spermacoce eryngioides,,,,,,,,,,,,,,,,,,,,,
Gentianales,Malpighiaceae,Byrsonima,Byrsonima cydoniifolia,Byrsonima cydoniifolia,,,,,,,,,,,,,,,,,,,,,
Malpighiales,Euphorbiaceae,Sapium,Sapium haematospermum,Sapium longifolium,,,,,,,,,,,,,,,,,,,,,
Malpighiales,Malpighiaceae,Stigmaphyllon,Stigmaphyllon calcaratum,Stigmaphyllon calcaratum,,,,,,,,,,,,,,,,,,,,,
Malpighiales,NA,NA,NA,,Hydrolea sp,,,,,,,,,,,,,,,,,,,,
NA,Fabaceae,Crotalaria,Crotalaria micans,Crotalaria micans,,,,,,,,,,,,,,,,,,,,,
Fabales,NA,NA,NA,,Erythroxylum sp,,,,,,,,,,,,,,,,,,,,
NA,Heliotropiaceae,Heliotropium,Heliotropium filiforme,Heliotropium filiforme,,,,,,,,,,,,,,,,,,,,,
Boraginales,NA,NA,NA,,Sphagneticola sp,,,,,,,,,,,,,,,,,,,,
NA,Rubiaceae,Psychotria,Psychotria carthagenensis,Psychotria carthagenensis,,,,,,,,,,,,,,,,,,,,,
Gentianales,Phyllanthaceae,Phyllanthus,Phyllanthus amarus,Phyllanthus amarus,,,,,,,,,,,,,,,,,,,,,
Malpighiales,Fabaceae,Inga,Inga vera,,Inga vera,,,,,,,,,,,,,,,,,,,,
Fabales,NA,NA,NA,,Sida sp2,,,,,,,,,,,,,,,,,,,,
NA,Solanaceae,Solanum glaucophyllum,Solanum glaucophyllum,Solanum glaucophyllum,,,,,,,,,,,,,,,,,,,,,
Solanales,Convolvulaceae,Aniseia cernua,Aniseia cernua,Aniseia cernua,,,,,,,,,,,,,,,,,,,,,
Solanales,NA,NA,NA,,Coccoloba sp,,,,,,,,,,,,,,,,,,,,
NA,NA,NA,NA,,Cuphea sp3,,,,,,,,,,,,,,,,,,,,
NA,Polygonaceae,Persicaria,Persicaria ferruginea,Polygonum ferrugineum,,,,,,,,,,,,,,,,,,,,,
Caryophyllales,NA,NA,NA,,Cuphea sp1,,,,,,,,,,,,,,,,,,,,
NA,NA,NA,NA,,Evolvulus sp,,,,,,,,,,,,,,,,,,,,
NA,Polygalaceae,Polygala,Polygala timoutoides,Polygala timoutoides,,,,,,,,,,,,,,,,,,,,,
Fabales,NA,NA,NA,,Arecaceae,,,,,,,,,,,,,,,,,,,,
NA,NA,NA,NA,,Croton sp3,,,,,,,,,,,,,,,,,,,,
