"","species_geonet","column_label","unique.id","Order_all","Family_all","Genus_all","Species_all","subspecies","sex_or_flower_type","breeding_system","autonomous_selfing_level (none/low/medium/high)","compatibility","compatibility_genus","info_level","asexual_reproduction","asexual_reproduction_type","agamospermy/apomixis (yes/no/some_populations)","parasitic (yes/no)","flower_colour","flower_morphology","flower_pollinator_morphology","flower_symmetry","corolla_diameter_mean_mm","corolla_diameter_min_mm","corolla_diameter_max_mm","corolla_length_mean_mm","corolla_length_min_mm","corolla_length_max_mm","tube_length_mm","life_form","lifespan","plant_height_min_m","plant_height_max_m","plant_height_mean_m","references","reference_journal","doi","doi__1","doi__2","doi__3","doi__4","type_of_proxy_seed _or_fruit","open_pollination_percentage","open_pollination_n","hand_poll_outcrossing_percentage","hand_poll_outcrossing_percentage_n","hand_poll_self_percentage","hand_poll_self_n","spontaneus_selfing_percentage","spontaneus_selfing_n","geitonogamy_percentage","geitonogamy_n","apomixis_percentage","apomixis_n","intramorph_percentage","intramorph_n","stamen_length_mm","stamen_length_min_mm","stamen_length_max_mm","style_length_mm","style_length_min_mm","style_length_max_mm","ovary_length_mm","ovary_min_mm","ovary_max_mm","stigma_length_mm","stigma_min_mm","stigma_max_mm","pistil_length_mm","pistil_min_mm","pistil_max_mm","inflorescence_form","inflorescence_arrangement","inflorescence_length_mm","inflorescence_width_mean_mm","inflorescence_width_min_mm","inflorescence_width_max_mm","inflorescence_comment","pollen_anther_mean","pollen_anther_sd","pollen_anther_n","pollen_flower_mean","pollen_flower_min","pollen_flower_max","pollen_flower_sd","pollen_flower_n","pollen_ovule_ratio","pollen_ovule_ratio_sd","ovules_mean","ovules_min","ovules max","ovules_sd","ovules_n","stamen_mean","stamen_min","stamen_max","anthers_exerted_yes_or_no","anthers_exerted_mm","pistil_mean","stigma_mean","stigma_exerted_yes_or_no","stigma_exerted_mm","flowers_inflorescences_min","flowers_inflorescences_max","flowers_inflorescences_mean","inflorescences_plant_min","inflorescences_plant_max","inflorescences_plant_mean","flower_plant_min","flower_plant_max","flower_plant_mean","flower_lifespan_days","flowering_time_days","nectar_yes_or_no","nectar_ul_day_mean","nectar_ul_day_sd","nectar_ul_day_n","total_nectar_ul_mean","total_nectar_ul_sd","total_nectar_ul_n","sugar_nectar_mg_mean","sugar_nectar_mg_sd","sugar_nectar_mg_n","sugar_concentration_mean","sugar_concentration_sd","sugar_concentration_n","fruit_type","fruit_colour","fruit_length_mm","fruit_width_mm","pollen_polar_length_um_mean","pollen_polar_length_um_min","pollen_polar_length_um_max","pollen_equatorial_length_mean_um","pollen_equatorial_length_min_um","pollen_equatorial_length_max_um","pollen_polar_equatorial","mean_pollen_tube_growth_um_min","chromosome number","ploidy","location","country","references__1","reference_journal__1","doi__5","doi__6","doi__7","doi__8","doi__9"
"2799","Saxifraga tricuspidata","33","hocking_1988.csv","Saxifragales","Saxifragaceae","Saxifraga","Saxifraga tricuspidata","NA","bisexual","hermaphrodite","medium","self_compatible","NA","flower","yes","rhizomes","NA",,"white with red dots","bowl","bowl","actinomorphic","5.5","4","7","1.3","NA","NA","NA","herb","perennial","0.05","0.25","0.15","NA; NA; mcguire & ambruster 1991; kevan 1972","online: https://nature.ca; http://linnet.geog.ubc.ca; journal: american journal of botany; journal: the journal of ecology","NA","NA","10.2307/2445244","https://doi.org/10.2307/2258569",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2800","Saxifraga triscupidata","185","witt_1998.csv","Saxifragales","Saxifragaceae","Saxifraga","Saxifraga tricuspidata",,"bisexual","hermaphrodite","medium","self_compatible","NA","flower","yes","rhizomes","NA",,"white with red dots","bowl","bowl","actinomorphic","5.5","4","7","1.3","NA","NA","NA","herb","perennial","0.05","0.25","0.15","NA; NA; mcguire & ambruster 1991; kevan 1972","online: https://nature.ca; http://linnet.geog.ubc.ca; journal: american journal of botany; journal: the journal of ecology","NA","NA","10.2307/2445244","https://doi.org/10.2307/2258569",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2801","Scabiosa atropurpurea","135","petanidou_1991.csv","Dipsacales","Caprifoliaceae","Scabiosa","Scabiosa atropurpurea",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2802","Scabiosa comosa","157","song_2015.csv","Dipsacales","Caprifoliaceae","Scabiosa","Scabiosa comosa",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2803","Scabiosa japonica","113","kato_1993.csv","Dipsacales","Caprifoliaceae","Scabiosa","Scabiosa japonica",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2804","Scabiosa lucida","12","Benadi_2014_1.csv","Dipsacales","Caprifoliaceae","Scabiosa","Scabiosa lucida",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14","13","15",,,,,,,,,,"cyme","NA","25","80",,,"NA",,,,,,,,,,,"2",,,"NA","NA",,,,,,,,,,,,,,,,,,,"3.6",,"yes",,,,,,,,,,,,,"berry",,"10","10","52","49","55","42","40","44","1.23",,,,,,"NA; gustafsson 1997","online: cabi.org; grana","NA","https://doi.org/10.1080/00173139709362608",,,
"2805","Scabiosa stellata","8","bartomeus_2008_miq1op.csv","Dipsacales","Caprifoliaceae","Scabiosa","Scabiosa stellata",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14","13","15",,,,,,,,,,"cyme","NA","25","80",,,"NA",,,,,,,,,,,"2",,,"NA","NA",,,,,,,,,,,,,,,,,,,"3.6",,"yes",,,,,,,,,,,,,"berry",,"10","10","52","49","55","42","40","44","1.23",,,,,,"NA; gustafsson 1997","online: cabi.org; grana","NA","https://doi.org/10.1080/00173139709362608",,,
"2806","Scaevola coriacea","154","shay_2016.csv","Asterales","Goodeniaceae","Scaevola","Scaevola coriacea",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14","13","15",,,,,,,,,,"cyme","NA","25","80",,,"NA",,,,,,,,,,,"2",,,"NA","NA",,,,,,,,,,,,,,,,,,,"3.6",,"yes",,,,,,,,,,,,,"berry",,"10","10","52","49","55","42","40","44","1.23",,,,,,"NA; gustafsson 1997","online: cabi.org; grana","NA","https://doi.org/10.1080/00173139709362608",,,
"2807","Scaevola frutescens","115","kato_2000.csv","Asterales","Goodeniaceae","Scaevola","Scaevola taccada","NA","bisexual","protandrous","medium","self_compatible","NA","flower","NA","NA","NA",,"white","tube","tube","zygomorphic","21","NA","NA","15","NA","NA","15","shrub","perennial","NA","3","1.5","NA; gustafsson 1997","online: cabi.org; journal: grana","NA","https://doi.org/10.1080/00173139709362608",,,,"NA",,"32","63","22","51","13","56","21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"45","115","84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"galapagos","ecuador","nielsen 2003","botanical journal of the linnean society","https://doi.org/10.1007/s10682-006-9128-6",,,,
"2808","Scaevola sericea","118","mauritius_valerie_unpublished_data.csv","Asterales","Goodeniaceae","Scaevola","Scaevola taccada","NA","bisexual","protandrous","medium","self_compatible","NA","flower","NA","NA","NA",,"white","tube","tube","zygomorphic","21","NA","NA","15","NA","NA","15","shrub","perennial","NA","3","1.5","NA; gustafsson 1997","online: cabi.org; journal: grana","NA","https://doi.org/10.1080/00173139709362608",,,,"NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"yes","NA","50","100","75",,,,,,,,,,,,,,,,,,,,,,,,,,"25.75","25","26.5","25.75","24","26.5","1",,,,"galapagos","ecuador","jaramillo & trigo 2006","galapagos research","NA",,,,
"2809","Scaevola taccada","154","shay_2016.csv","Asterales","Goodeniaceae","Scaevola","Scaevola taccada","NA","bisexual","protandrous","medium","self_compatible","NA","flower","NA","NA","NA",,"white","tube","tube","zygomorphic","21","NA","NA","15","NA","NA","15","shrub","perennial","NA","3","1.5","NA; gustafsson 1997","online: cabi.org; journal: grana","NA","https://doi.org/10.1080/00173139709362608",,,,"NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"yes","NA","50","100","75",,,,,,,,,,,,,,,,,,,,,,,,,,"25.75","25","26.5","25.75","24","26.5","1",,,,"galapagos","ecuador","jaramillo & trigo 2006","galapagos research","NA",,,,
"2810","Scalesia affinis","119","mcmullen_1993.csv","Asterales","Asteraceae","Scalesia","Scalesia affinis","NA","bisexual","hermaphrodite","low","partially_self_incompatible","NA","capitulum","NA","NA","NA",,"white","disk","disk","actinomorphic","60","capitulum","capitulum","10","capitulum","NA","NA","shrub","perennial","0.5","3","1.75","nielsen 2003","journal: botanical journal of the linnean society","https://doi.org/10.1007/s10682-006-9128-6",,,,,"fruit","58",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2811","Scalesia bauri","164","traveset_2013.csv","Asterales","Asteraceae","Scalesia","Scalesia baurii","NA","bisexual","hermaphrodite","high","self_compatible","NA","capitulum","NA","NA","NA",,"white","campanulate","campanulate","actinomorphic","10","capitulum","capitulum","5","capitulum","capitulum",,"shrub","perennial","0.5","3","1.75","jaramillo & trigo 2006","journal: galapagos research","NA",,,,,"fruit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2812","Scalesia bauri","164","traveset_2013.csv","Asterales","Asteraceae","Scalesia","Scalesia baurii","NA","bisexual","hermaphrodite","high","self_compatible","NA","capitulum","NA","NA","NA",,"white","campanulate","campanulate","actinomorphic","10","capitulum","capitulum","5","capitulum","capitulum",,"shrub","perennial","0.5","3","1.75","jaramillo & trigo 2006","journal: galapagos research","NA",,,,,"fruit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2813","Scalesia beurii","119","mcmullen_1993.csv",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2814","Scalesia helleri","119","mcmullen_1993.csv","Asterales","Asteraceae","Scalesia","Scalesia helleri",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2815","Scalesia pedunculata","119","mcmullen_1993.csv","Asterales","Asteraceae","Scalesia","Scalesia pedunculata",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.6","0.4","0.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2816","Scalesia sp1 M_PL_026","119","mcmullen_1993.csv","NA","NA","NA","NA",,"NA","NA","NA","NA","NA","NA","NA","NA",,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2817","Scaligeria cretica","135","petanidou_1991.csv","Apiales","Apiaceae","Scaligeria","Scaligeria cretica",,,,,,,,,,,,"white",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2818","Scandix australis","135","petanidou_1991.csv","Apiales","Apiaceae","Scandix","Scandix australis","NA","bisexual","hermaphrodite","NA","NA","NA","flower","NA","NA","NA","NA","white","disk","disk","zygomorphic","3","2","4","1","NA","NA","NA","herb","annual","0.1","0.3","0.2","NA; NA; NA","online: http://www.tilo-botanica.eu; onlline: https://botany.cz/cs/scandix-australis/; online: http://www.floraiberica.es","NA","NA","NA",,,,,"236","52.35","170","NA","NA","0","178","50.6","168","0","178","NA","NA","NA","NA","NA","1.5","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","umbel","NA","350","100",,,"NA","4365","NA","NA","21824",,,"NA","NA","3229",,"7",,,"NA","NA","5",,,"yes","NA","1","1","no","0","5","12","9","45","90","70","540","810","630","5",,"yes","NA","NA","NA","3.17","NA","30","NA","NA","NA","NA","NA","NA",,"black","3.5","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","pei et al., 2011","plant systematics and evolution","https://doi.org/10.1007/s00606-011-0474-7",,,,
"2819","Scandix pecten-veneris","162","stald_2003_1.csv","Apiales","Apiaceae","Scandix","Scandix pecten-veneris",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"236","52.35","170","NA","NA","0","178","50.6","168","0","178","NA","NA","NA","NA","NA","1.5","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","umbel","NA","350","100",,,"NA","4365","NA","NA","21824",,,"NA","NA","3229",,"7",,,"NA","NA","5",,,"yes","NA","1","1","no","0","5","12","9","45","90","70","540","810","630","2.8",,"yes","NA","NA","NA","5.42","NA","30","NA","NA","NA","NA","NA","NA",,"black","3.5","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","pei et al., 2011","plant systematics and evolution","https://doi.org/10.1007/s00606-011-0474-7",,,,
"2820","Scaveola plumieri","119","mcmullen_1993.csv","Asterales","Goodeniaceae","Scaevola","Scaevola plumieri",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2821","Schefflera octophylla","115","kato_2000.csv","Apiales","Araliaceae","Schefflera","Schefflera heptaphylla","NA","bisexual","protandrous","none","self_compatible","NA","male_phase","no","NA","no",,"pale green","disk","disk","actinomorphic","8.5","7","10","1.5","NA","NA","NA","shrub","perennial","8","9","8.5","pei et al., 2011","journal: plant systematics and evolution","https://doi.org/10.1007/s00606-011-0474-7",,,,,"fruit","41.52","150","74.2","150","38.6","150","15","150","NA","NA","0","150",,,"7.5","NA","NA","7","NA","NA","2.5","2","3","NA","NA","NA","9","NA","NA","solitary",,"10","25",,,,"1862.6","NA","NA","271421",,,"NA","NA","13571",,"20",,,"10","NA","145",,,"yes","NA",,"5","yes","NA","1","1","1","500","5500","2500","500","5500","2500","1","35","yes",,,,,,,,,,,,,"capsule",,"12.5","15","29.6","NA","NA","23.8","NA","NA","1.24",,,,,,"khanduri 2013; NA; NA","the scientific world journal; online: indian biodiversity portal; thesis chapter (3) unknown","http://dx.doi.org/10.1155/2013/350157","NA","NA",,
"2822","Schefflera octophylla","115","kato_2000.csv","Apiales","Araliaceae","Schefflera","Schefflera heptaphylla","NA","bisexual","protandrous","none","self_compatible","NA","female_phase","no","NA","no",,"pale green","disk","disk","actinomorphic","8.5","7","10","1.5","NA","NA","NA","shrub","perennial","8","9","8.5","pei et al., 2011","journal: plant systematics and evolution","https://doi.org/10.1007/s00606-011-0474-7",,,,,"fruit","41.52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ashworth & marti 2010","biotropica","https://doi.org/10.1111/j.1744-7429.2010.00721.x",,,,
"2823","Schefflera_vinosa","158","souza_2018_cerrado.csv","Apiales","Araliaceae","Schefflera","Schefflera vinosa",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2824","Schima wallichii","115","kato_2000.csv","Ericales","Theaceae","Schima","Schima wallichii","NA","bisexual","hermaphrodite","medium","partially_self_incompatible","NA","flower","no","NA","no",,"white","brush","brush","actinomorphic","32.5","25","40","10","NA","NA","NA","tree","perennial","NA","35","17.5","khanduri 2013; NA; NA","journal: nthe scientific world journal; online: indian biodiversity portal; thesis chapter (3) unknown","http://dx.doi.org/10.1155/2013/350157","NA","NA",,,"fruit","65.400000000000006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2825","Schinus patagonicus","181","vazquez_2003_1.csv","Sapindales","Anacardiaceae","Schinus","Schinus patagonicus",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1199",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2826","Schinus_aff._fasciculata","20","chacoff_2011.csv","Sapindales","Anacardiaceae","Schinus","Schinus fasciculata","NA","separated","dioecious","none","dioecious","NA","flower","NA","NA","NA",,"white cream","bowl","bowl","actinomorphic","2","NA","NA","1","NA","NA","NA","tree","perennial","NA","4","2","ashworth & marti 2010","journal: biotropica","https://doi.org/10.1111/j.1744-7429.2010.00721.x",,,,,"NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2827","Schizanthus grahamii","1","arroyo_1982_1.csv","Solanales","Solanaceae","Schizanthus","Schizanthus grahamii",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2828","Schizogyne sericea","169","trojelsgaard_grancanaria_2015_1.csv","Asterales","Asteraceae","Schizogyne","Schizogyne sericea",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2829","Schizophragma hydrangeoides","186","yamazaki_2003.csv","Cornales","Hydrangeaceae","Schizophragma","Schizophragma hydrangeoides",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2830","Schizosephala_matogrossensis","160","souza_2018_pantanal.csv","NA","NA","NA","NA","NOT A PLANT GENUS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"panicle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA; NA","online: efloras.org; book: flora of china","NA","NA",,,
"2831","Scilla autumnalis","135","petanidou_1991.csv","Asparagales","Hyacinthaceae","Prospero","Prospero autumnale","NA","bisexual","hermaphrodite","NA","NA","NA","flower","yes","bulbs and rhizomes","NA","no","blue_violet","bowl","bowl","actinomorphic","7","NA","NA","2","NA","NA","NA","herb","perennial","0.1","0.5","0.3","jamilena et al., 1995; NA; NA","journal: botanical journal of the linnean society; online: http://maltawildplants.com; online: http://www.maltawildplants.com","https://doi.org/10.1016/S0024-4074(05)80003-8","NA","NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2832","Scirpus triqueter","114","kato_1996.csv","Poales","Cyperaceae","Schoenoplectus","Schoenoplectus triqueter",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2833","Scleria terrestris","115","kato_2000.csv","Poales","Cyperaceae","Scleria","Scleria terrestris","NA","separated","monoecious","none","NA","NA","flower","yes","NA","NA",,"green","brush","brush","actinomorphic","2","NA","NA","2","NA","NA","NA","herb","perennial","0.6","3","2.2999999999999998","NA; NA","online: efloras.org; book: flora of china","NA","NA",,,,"NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2834","Scolymus hispanicus","135","petanidou_1991.csv","Asterales","Asteraceae","Scolymus","Scolymus hispanicus",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2835","Scoparia_montevidensis","159","souza_2018_chaco.csv","Lamiales","Plantaginaceae","Scoparia","Scoparia montevidensis","NA","bisexual","hermaphrodite","NA","NA","NA","flower","NA","NA","NA",,"yellow","bowl","bowl","actinomorphic","4","3.5","4.5","2.25","2","2.5","NA","herb","annual","0.05","0.3","175","NA; NA","online: http://www.conabio.gob.mx; online: http://www.tropicos.org","NA","NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2836","Scorzonea humilis","25","dupont_2009_denmark.csv","Asterales","Asteraceae","Scorzonera","Scorzonera humilis","NA","bisexual","hermaphrodite","NA","self_incompatible","NA","capitulum","no","NA","NA","no","yellow","disk","disk","actinomorphic","27.5","20","35","6","4.5","7.7","NA","herb","perennial","0.1","0.5","0.3","Colling and Matthies, 2004; Colling et al 2002","American Journal of Botany; Journal of Applied Ecology","https://doi.org/10.3732/ajb.91.11.1774","https://doi.org/10.1046/j.1365-2664.2002.00714.x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2837","Scorzonea humilis","25","dupont_2009_denmark.csv","Asterales","Asteraceae","Scorzonera","Scorzonera humilis","NA","NA","NA","NA","self_incompatible","NA","disc_floret","no","NA","NA","no","NA","tube","tube","actinomorphic","NA","NA","NA","NA","NA","NA","NA","herb","perennial","0.1","0.5","0.3","Colling and Matthies, 2004; Colling et al 2003","American Journal of Botany; Journal of Applied Ecology","https://doi.org/10.3732/ajb.91.11.1774","https://doi.org/10.1046/j.1365-2664.2002.00714.x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2838","Scorzonea humilis","25","dupont_2009_denmark.csv","Asterales","Asteraceae","Scorzonera","Scorzonera humilis","NA","NA","NA","NA","self_incompatible","NA","ray_floret","no","NA","NA","no","yellow","exposed","exposed","zygomorphic","2.2000000000000002","1.6","2.8","10.5","7.5","13","NA","herb","perennial","0.1","0.5","0.3","Colling and Matthies, 2004; Colling et al 2003","American Journal of Botany; Journal of Applied Ecology","https://doi.org/10.3732/ajb.91.11.1774","https://doi.org/10.1046/j.1365-2664.2002.00714.x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2839","Scorzonera cana","135","petanidou_1991.csv","Asterales","Asteraceae","Scorzonera","Scorzonera cana","NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2840","Scorzonera cana","135","petanidou_1991.csv","Asterales","Asteraceae","Scorzonera","Scorzonera cana","NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2841","Scorzonera cana","135","petanidou_1991.csv","Asterales","Asteraceae","Scorzonera","Scorzonera cana","NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2842","Scorzonera lanata","135","petanidou_1991.csv","Asterales","Asteraceae","Scorzonera","Scorzonera lanata",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
